,name,glottocode,iso6393,aes_status,Degree of endangerment,family,family_id,dialects,child_dialect_count,child_family_count,child_language_count,speakers,Number of speakers,regions,macroarea,latitude,longitude,level,type,scope,bookkeeping,description,markup_description,country_ids,parent_id,off_lang,rec_min_lang,Wikipedia_Url
22,Abé,abee1242,aba,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Abé']",atla1278,,4.0,0.0,0.0,"300,000 (2017)[1]",,Ivory Coast,Africa,5.59682,-4.38497,language,living,individual,False,,,CI,agne1238,,,https://en.wikipedia.org/wiki/Ab%C3%A9_language
23,Bankon,bank1256,abb,threatened,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', ' (', 'Zone A', ')', 'Basaa', ' (A.40)', 'Rombi–Bankon', 'Bankon']",atla1278,,0.0,0.0,0.0,"12,000 (2001)[1]",,Littoral region,Africa,4.3702,9.6403,language,living,individual,False,,,CM,abob1234,,,https://en.wikipedia.org/wiki/Bankon_language
24,Ambala Ayta,amba1267,abc,threatened,,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Luzon', 'Sambalic', 'Ambala']",aust1307,,0.0,0.0,0.0,"(1,700 cited 1986)[1]",,"Zambales, Olongapo, Dinalupihan",Papunesia,14.8156,120.283,language,living,individual,False,,,PH,samb1319,,,https://en.wikipedia.org/wiki/Ambala_language
25,Manide,cama1250,abd,threatened,,"['Austronesian', 'Malayo-Polynesian', 'Philippine', '?', 'Manide–', 'Alabat', 'Manide']",,,,,,"3,800 (2010)[1]",,"Camarines Norte & Quezon, Luzon",,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Manide_language
26,Western Abnaki,west2630,abe,nearly extinct,,,,,,,,,,,,,,,living,individual,,,,,,,,
27,Abai Sungai,abai1240,abf,shifting,Definitely endangered,"['Austronesian', 'Malayo-Polynesian', 'North Bornean', 'Southwest Sabahan', 'Paitanic', 'Abai Sungai']",aust1307,,0.0,0.0,0.0,,400.0,Sabah,Papunesia,5.55394,118.306,language,living,individual,False,,,MY,pait1248,,,https://en.wikipedia.org/wiki/Sungai_language
28,Abaga,abag1245,abg,nearly extinct,Critically endangered,"['Trans–New Guinea', '\n? ', 'Kainantu–Goroka', 'Goroka', 'Kamono–Yagaria', 'Abaga']",nucl1709,,0.0,0.0,0.0,600 (2017)[1],5.0,Eastern Highlands Province,Papunesia,-6.12028,145.665,language,living,individual,False,,,PG,unun9976,,,https://en.wikipedia.org/wiki/Abaga_language
29,Tajiki Arabic,taji1248,abh,shifting,,,afro1255,,2.0,0.0,0.0,,,,Eurasia,37.2176,67.3267,language,living,individual,False,,,AF TJ UZ,cent2410,,,https://en.wikipedia.org/wiki/Tajiki_Arabic
30,Abidji,abid1235,abi,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Abidji']",atla1278,"['Enyembe', 'Ogbru']",2.0,0.0,0.0,"85,000 (2017)[1]",,Lagunes District,Africa,5.65656,-4.58421,language,living,individual,False,,,CI,agne1238,,,https://en.wikipedia.org/wiki/Abidji_language
31,Aka-Bea,akab1249,abj,extinct,,"['Great Andamanese', '\nSouthern †', 'Bea']",,,,,,,,"Andaman Islands; South Andaman island except northeast coast, and north and east interiors; Rutland island except south coast; small islands southeast of Rutland; Labyrinth Islands.",,,,,extinct,individual,,,,,,,,https://en.wikipedia.org/wiki/Aka-Bea_language
32,Abkhazian,abkh1244,abk,threatened,,,,,,,,,,,,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Abkhaz_language
33,Lampung Nyo,lamp1242,abl,not endangered,,,aust1307,,3.0,0.0,0.0,,,,Papunesia,-4.43957,105.397,language,living,individual,False,,,ID,lamp1241,,,
34,Abanyom,aban1242,abm,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Ekoid', 'Efutop–Ekajuk', 'Abanyom']",atla1278,,0.0,0.0,0.0,"(13,000 cited 1986)[1]",,Cross River State,Africa,6.30619,8.63055,language,living,individual,False,,,NG,aban1245,,,https://en.wikipedia.org/wiki/Abanyom_language
35,Abua,abua1244,abn,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Cross River', 'Central Delta', 'Abua–Odual', 'Abua']",atla1278,,4.0,0.0,0.0,"(25,000 cited 1989)[1]",,Rivers State,Africa,4.83057,6.61492,language,living,individual,False,,,NG,abua1243,,,https://en.wikipedia.org/wiki/Abua_language
36,Abon,abon1238,abo,threatened,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Tivoid', 'North', 'Abon']",atla1278,,0.0,0.0,0.0,"(1,000 cited 1973)[1]",,Taraba State,Africa,6.90621,10.8769,language,living,individual,False,,,CM NG,nort3192,,,https://en.wikipedia.org/wiki/Abon_language
37,Abellen Ayta,aben1249,abp,shifting,,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Luzon', 'Sambalic', 'Abellen']",,,,,,"3,000 (2008)[2]",,Tarlac,,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Abellen_language
38,Abaza,abaz1241,abq,threatened,Definitely endangered,"['Northwest Caucasian', 'Abazgi', 'Abaza']",abkh1242,,3.0,0.0,0.0,"49,800 (2010–2014)[1]",31000.0,Karachay-Cherkessia,Eurasia,44.25,42.0,language,living,individual,False,,,RU TR,abkh1243, Russia Karachay-Cherkessia,,https://en.wikipedia.org/wiki/Abaza_language
39,Abron,abro1238,abr,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Potou–Tano', 'Tano', 'Central Tano (Akan)', 'Akan', 'Twi', 'Abron']",atla1278,,0.0,0.0,0.0,1.4 million (2013)[1],,,Africa,7.72094,-2.50289,language,living,individual,False,,,CI GH,akan1251,Ghana,,https://en.wikipedia.org/wiki/Bono_dialect
40,Ambonese Malay,ambo1250,abs,not endangered,,"['Malay Creole', '\nEast Indonesian', 'Ambonese Malay']",aust1307,"['Ambon Malay', 'Dobo Malay', 'Melayu Sini (', 'Dutch Ambonese Malay', ')']",3.0,0.0,0.0,"(250,000 cited 1987)[1]1.4 million L2 speakers",,Maluku Islands,Papunesia,-3.71342,128.184,language,living,individual,False,,,ID,ambo1253,,,https://en.wikipedia.org/wiki/Ambonese_Malay
41,Ambulas,ambu1247,abt,threatened,,"['Sepik', 'Middle Sepik', 'Ndu', 'Abelam']",nduu1242,,4.0,0.0,0.0,"33,000 (2004)[1]",,Sepik River basin,Papunesia,-3.7801,143.059,language,living,individual,False,,,PG,ambu1246,,,https://en.wikipedia.org/wiki/Abelam_language
42,Abure,abur1243,abu,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Potou–Tano', 'Tano', 'West', 'Abure']",atla1278,,0.0,0.0,0.0,"93,000 (2017)[1]",,,Africa,5.21534,-3.64123,language,living,individual,False,,,CI,west2816,,,https://en.wikipedia.org/wiki/Abure_language
43,Baharna Arabic,baha1259,abv,not endangered,,"['Afro-Asiatic', 'Semitic', 'Central Semitic', 'Arabic', 'Peninsular', 'Bahrani Arabic']",afro1255,['Qatifi'],0.0,0.0,0.0,"730,000 (2019)[1]",,,Eurasia,26.223615,50.580811,language,living,individual,False,,,BH OM,nort3402,,,https://en.wikipedia.org/wiki/Bahrani_Arabic
44,Pal,pall1244,abw,not endangered,,"['Trans–New Guinea', '?\n', 'Madang', 'Croisilles', 'Omosan', 'Pal']",nucl1709,,0.0,0.0,0.0,"1,200 (2000 census)[1]",,"Madang Province, Papua New Guinea",Papunesia,-4.756,145.24,language,living,individual,False,,,PG,omos1240,,,https://en.wikipedia.org/wiki/Pal_language
45,Inabaknon,inab1237,abx,not endangered,,"['Austronesian', 'Malayo-Polynesian', 'Sama–Bajaw', 'Abaknon']",aust1307,,0.0,0.0,0.0,"26,000 (2010)[1]",,"Capul, Northern Samar, Eastern Visayas",Papunesia,12.4264,124.166,language,living,individual,False,,,PH,sama1302,,,https://en.wikipedia.org/wiki/Abaknon_language
46,Aneme Wake,anem1248,aby,not endangered,,"['Trans–New Guinea', 'Yareban', 'Moikodi–Abia', 'Aneme Wake']",yare1250,,5.0,0.0,0.0,(650 cited 1990)[1],,Oro Province,Papunesia,-9.75911,148.479,language,living,individual,False,,,PG,dori1247,,,https://en.wikipedia.org/wiki/Aneme_Wake_language
47,Abui,abui1241,abz,shifting,,"['Trans–New Guinea', '\xa0?\n', 'West Bomberai', '\xa0?', 'Timor–Alor–Pantar', 'Alor–Pantar', 'Alor', 'Abui']",timo1261,,4.0,0.0,0.0,"(16,000? cited 1981)[1]",,Alor Island,Papunesia,-8.31058,124.588,language,living,individual,False,,,ID,abui1242,,,https://en.wikipedia.org/wiki/Abui_language
48,Achagua,acha1250,aca,shifting,Severely endangered,,araw1281,,0.0,0.0,0.0,,283.0,,South America,4.38649,-72.2005,language,living,individual,False,,,CO,piap1247,,,https://en.wikipedia.org/wiki/Achawa_language
49,Áncá,anca1236,acb,not endangered,,,book1242,,0.0,0.0,0.0,,,,Africa,6.66524,11.1087,language,living,individual,True,,,NG,book1242,,,
50,Gikyode,giky1238,acd,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Potou–Tano', 'Tano', 'Guang', 'North', 'Kyode']",atla1278,,0.0,0.0,0.0,"10,400 (2003)[1]",,,Africa,8.39478,0.56975,language,living,individual,False,,,GH TG,giky1241,,,https://en.wikipedia.org/wiki/Kyode_language
51,Achinese,achi1257,ace,threatened,,"['Austronesian', 'Malayo-Polynesian', 'Chamic', 'Acehnese']",,,,,,2.8 million (2010 census)[1],,"Aceh, Sumatra",,,,,living,individual,,,,,,"Indonesia
Aceh (co-official with Indonesian)
",,https://en.wikipedia.org/wiki/Acehnese_language
52,Saint Lucian Creole French,sain1246,acf,not endangered,,,indo1319,,2.0,0.0,0.0,,,,North America,15.3947,-61.3641,language,living,individual,False,,,LC,less1242,,,https://en.wikipedia.org/wiki/Saint_Lucian_Creole
53,Acoli,acol1236,ach,not endangered,,,nilo1247,,3.0,0.0,0.0,,,,Africa,3.57738,32.5147,language,living,individual,False,,,SS UG,sout2831,,,https://en.wikipedia.org/wiki/Acholi_dialect
54,Aka-Cari,akac1240,aci,extinct,,"['Great Andamanese', '\nNorthern', 'Cari']",,,,,,,,"Andaman Islands; north coast of North Andaman Island, Landfall Island, other nearby small islands.",,,,,extinct,individual,,,,,,,,https://en.wikipedia.org/wiki/Aka-Cari_language
55,Aka-Kora,akak1251,ack,extinct,,"['Great Andamanese', '\nNorthern', 'Kora']",,,,,,,,"Andaman Islands; northeast and north central coasts of North Andaman Island, Smith Island",,,,,extinct,individual,,,,,,,,https://en.wikipedia.org/wiki/Aka-Kora_language
56,Akar-Bale,akar1243,acl,extinct,,"['Great Andamanese', '\nSouthern †', 'Bale']",,,,,,,,"Andaman Islands; Ritchie’s Archipelago, Havelock Island, Neill Island.",,,,,extinct,individual,,,,,,,,https://en.wikipedia.org/wiki/Akar-Bale_language
57,Mesopotamian Arabic,meso1252,acm,not endangered,,,,,,,,,,,,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Mesopotamian_Arabic
58,Achang,acha1249,acn,shifting,,,,,,,,,,,,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Achang_language
59,Eastern Acipa,east2403,acp,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'Kamuku', 'Eastern Acipa']",atla1278,,1.0,0.0,0.0,"(5,000 cited 1993)[1]",,Niger State,Africa,10.7104,6.0105,language,living,individual,False,,,NG,saga1266,,,https://en.wikipedia.org/wiki/Eastern_Acipa_language
60,Ta'izzi-Adeni Arabic,taiz1242,acq,not endangered,,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Arabic', 'Southern', 'Yemeni Arabic', 'Taʽizzi-Adeni Arabic']",afro1255,"['Taʽizzi Arabic', 'Adeni Arabic']",2.0,0.0,0.0,12 million (2021)[1],,"Taiz, Aden",Eurasia,13.6555,45.6411,language,living,individual,False,,,ER SA YE,arab1393,,,https://en.wikipedia.org/wiki/Ta%CA%BDizzi-Adeni_Arabic
61,Achi,achi1256,acr,threatened,,"['Mayan', '\nQuichean–Mamean', 'Greater Quichean', 'Quichean', 'Quiché–Achi', 'Achi']",maya1287,,0.0,0.0,0.0,"120,000 (2019 census)[1]",,Baja Verapaz,North America,15.073,-90.3513,language,living,individual,False,,,GT,quic1275,, Guatemala,https://en.wikipedia.org/wiki/Achi_language
62,Acroá,acro1239,acs,extinct,,"['Macro-Jê', 'Jê', 'Cerrado', 'Akuwẽ (Central Jê)', 'Acroá']",nucl1710,,0.0,0.0,0.0,,,Bahia,South America,-12.594,-40.21445,language,extinct,individual,False,,,BR,jece1235,,,https://en.wikipedia.org/wiki/Acro%C3%A1_language
63,Achterhoeks,acht1238,act,threatened,,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Low German', 'West Low German', 'Westphalian', '[', 'citation needed', ']', 'Gelders-Overijssels', '[', 'citation needed', ']', 'Achterhooks']",indo1319,,0.0,0.0,0.0,"211,000 (2009)[1]",,Achterhoek,Eurasia,52.021,6.47521,dialect,living,individual,False,,,DE NL,west2356,The Netherlands,,https://en.wikipedia.org/wiki/Achterhooks
64,Achuar-Shiwiar,achu1248,acu,shifting,,"['Chicham', 'Achuar']",jiva1245,,2.0,0.0,0.0,"4,420 in Peru (2012)[1]3,520 in Ecuador (2007)[1]",,,South America,-2.82646,-77.2641,language,living,individual,False,,,EC PE,shua1256,,,https://en.wikipedia.org/wiki/Shiwiar_language
65,Achumawi,achu1247,acv,nearly extinct,Critically endangered,"['Hokan', '\xa0?\n', 'Shasta', '–Palaihnihan\xa0?', 'Palaihnihan', 'Achumawi']",pala1350,,0.0,0.0,0.0,,10.0,,North America,41.0979,-121.191,language,living,individual,False,,,US,pala1350,,,https://en.wikipedia.org/wiki/Achumawi_language
66,Hijazi Arabic,hija1235,acw,not endangered,,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Arabic', 'Peninsular', 'Hejazi Arabic']",afro1255,['Rural Hejazi'],4.0,0.0,0.0,11 million (2018)[1],,Hejaz,Eurasia,22.8346,38.9237,language,living,individual,False,,,SA YE,arab1393,,,https://en.wikipedia.org/wiki/Hejazi_Arabic
67,Omani Arabic,oman1239,acx,not endangered,,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Arabic', 'Peninsular', 'Omani Arabic']",afro1255,,0.0,0.0,0.0,3.2 million (2020)[1],,Hajar mountains and a few coastal towns,Eurasia,23.25,58.5,language,living,individual,False,,,AE OM,nort3402,,,https://en.wikipedia.org/wiki/Omani_Arabic
68,Cypriot Arabic,cypr1248,acy,shifting,Severely endangered,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Arabic', 'Mesopotamian', 'Qeltu', 'Cypriot Arabic']",afro1255,,0.0,0.0,0.0,"No L1 speakers in the south (2011)[1]9,800 total speakers (2013 UNSD)[2]",1300.0,Kormakitis and urban areas in the south,Eurasia,35.1674,33.0943,language,living,individual,False,,,CY,leva1239,, Cyprus,https://en.wikipedia.org/wiki/Cypriot_Arabic
69,Acheron,ache1245,acz,threatened,Severely endangered,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Talodi–Heiban', 'Talodi', 'Tocho languages', 'Acheron']",narr1279,"['Gathuk', 'Gandok', 'Garong']",2.0,0.0,0.0,"20,000 (2006)[1]9,800 in home area (2006)[1]",70000.0,Nuba Hills,Africa,10.8827,30.3187,language,living,individual,False,,,SD,ache1247,,,https://en.wikipedia.org/wiki/Acheron_language
70,Adangme,adan1247,ada,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Kwa', 'Ga-Dangme', 'Dangbe']",atla1278,,6.0,0.0,0.0,"1,020,000 (2013)[1]",,"South-eastern Ghana, east of Accra",Africa,5.9437,0.13243,language,living,individual,False,,,GH,gada1257,Ghana,,https://en.wikipedia.org/wiki/Dangme_language
71,Atauran,adab1235,adb,not endangered,,,,,,,,,,,,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Adabe_language
72,Lidzonka,dzod1238,add,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Grassfields', 'Eastern', 'Nkambe', 'Dzodinka']",,,,,,"2,600 in Cameroon (2000)[1]1 village across border in Nigeria",,"Cameroon, Nigeria",,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Dzodinka_language
73,Adele,adel1244,ade,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Anii–Adere', 'Adele']",atla1278,,2.0,0.0,0.0,"37,000 (2003–2012)[1]",,Ghana and Togo,Africa,8.16975,0.619185,language,living,individual,False,,,GH TG,basi1245,,,https://en.wikipedia.org/wiki/Adele_language
74,Dhofari Arabic,dhof1235,adf,not endangered,,"['Afro-Asiatic', 'Semitic', 'Central Semitic', 'Arabic', 'Peninsular', 'Dhofari Arabic']",afro1255,,0.0,0.0,0.0,"130,000 (2020)[1]",,,Eurasia,17.0796,54.4894,language,living,individual,False,,,OM,dhof1236,,,https://en.wikipedia.org/wiki/Dhofari_Arabic
75,Andegerebinha,ande1247,adg,extinct,,"['Pama–Nyungan', 'Arandic', 'Aranda', 'Upper Arrernte', 'Andegerebinha']",pama1250,,1.0,0.0,0.0,,,"Australia; Northern Territory, Hay River, Pituri Creek area, east of Alyawarra.",Australia,-22.51278,137.3515,language,living,individual,False,,,AU,cent2403,,,https://en.wikipedia.org/wiki/Andegerebinha_dialect
76,Adhola,adho1243,adh,not endangered,,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', '?', 'Kir–Abbaian', '?', 'Nilotic', 'Western Nilotic', 'Luo', 'Southern', 'Adhola–', 'Alur', '–', 'Luo', 'Adhola–', 'Luo', 'Adhola']",nilo1247,,0.0,0.0,0.0,"480,000 (2014 census)[1]",,Tororo District,Africa,0.73235,34.0341,language,living,individual,False,,,KE UG,adho1242,,,https://en.wikipedia.org/wiki/Adhola_dialect
77,Adi,bori1243,adi,not endangered,Vulnerable,,,,,,,,170000.0,,,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Adi_languages
78,Adioukrou,adio1239,adj,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Adjukru']",atla1278,,0.0,0.0,0.0,"160,000 (2021)[1]",,,Africa,5.38228,-4.52522,language,living,individual,False,,,CI,agne1238,,,https://en.wikipedia.org/wiki/Adjukru_language
79,Galo,galo1242,adl,threatened,Vulnerable,"['Sino-Tibetan', 'Tani', 'Western Tani', 'Subansiri', 'Galo']",sino1245,"['?Karka', '?Gensi', 'Taipodia', 'Zɨrdo', 'Lare', 'Pugo']",0.0,0.0,0.0,"29,000 (2011 census)[1]",35000.0,,Eurasia,27.9805586,94.6884956,language,living,individual,False,,,IN,suba1255,,,https://en.wikipedia.org/wiki/Gallong_language
80,Adang,adan1251,adn,shifting,,,timo1261,,1.0,0.0,0.0,,,,Papunesia,-8.18958,124.448,language,living,individual,False,,,ID,adan1252,,,https://en.wikipedia.org/wiki/Adang_language
