Name in English,Number of speakers,Degree of endangerment,Wikipedia URL
Mòcheno,1000,Definitely endangered,https://en.wikipedia.org/wiki/M%C3%B2cheno_language
Naueti,1000,Vulnerable,https://en.wikipedia.org/wiki/Naueti_language
North Greenlandic,1000,Definitely endangered,https://en.wikipedia.org/wiki/Inuktun
Ormuri,1000,Definitely endangered,https://en.wikipedia.org/wiki/Ormuri
Paiter,1000,Vulnerable,https://en.wikipedia.org/wiki/Paiter
Pareci,1000,Definitely endangered,https://en.wikipedia.org/wiki/Pareci
Pasi,1000,Definitely endangered,https://en.wikipedia.org/wiki/Pasi
Resian,1000,Definitely endangered,https://en.wikipedia.org/wiki/Resian_dialect
Sach,1000,Definitely endangered,https://en.wikipedia.org/wiki/Sach
Sake,1000,Severely endangered,https://en.wikipedia.org/wiki/Sake
Saterlandic,1000,Severely endangered,https://en.wikipedia.org/wiki/Saterland_Frisian_language
She,1000,Critically endangered,https://en.wikipedia.org/wiki/She
Shumashti,1000,Severely endangered,https://en.wikipedia.org/wiki/Shumashti_language
Sighu,1000,Severely endangered,https://en.wikipedia.org/wiki/Sighu_language
Sobei,1000,Definitely endangered,https://en.wikipedia.org/wiki/Sobei_language
Thavung (Laos),1000,Definitely endangered,
Tirma,1000,Critically endangered,https://en.wikipedia.org/wiki/Tirma_people
Tombelala,1000,Vulnerable,https://en.wikipedia.org/wiki/Mbelala_language
Toto,1000,Critically endangered,https://en.wikipedia.org/wiki/Toto
Trio (Suriname),1000,Vulnerable,
Tum,1000,Definitely endangered,https://en.wikipedia.org/wiki/Tum
Tuotomb,1000,Severely endangered,https://en.wikipedia.org/wiki/Tuotomb_language
Yatê,1000,Severely endangered,https://en.wikipedia.org/wiki/Fulni%C3%B4_language
Zaiwa,1000,Definitely endangered,https://en.wikipedia.org/wiki/Zaiwa_language
Zay,1000,Severely endangered,https://en.wikipedia.org/wiki/Zay
Zenaga (Western Sahara),1000,Critically endangered,
|Gui,1000,Vulnerable,
ǁAni,1000,Definitely endangered,https://en.wikipedia.org/wiki/Khwe_language
Buglé,993,Definitely endangered,
Ka'apór,991,Vulnerable,
Hadza,975,Vulnerable,https://en.wikipedia.org/wiki/Hadza
Kunwinjku,974,Vulnerable,https://en.wikipedia.org/wiki/Kunwinjku_people
Bakairi,950,Vulnerable,https://en.wikipedia.org/wiki/Bakairi
Drubea,946,Vulnerable,https://en.wikipedia.org/wiki/Ndrumbea_language
Namonuito,944,Severely endangered,https://en.wikipedia.org/wiki/Namonuito
Hya,940,Severely endangered,https://en.wikipedia.org/wiki/Hya
Machineri (Brazil),937,Vulnerable,
South Slavey,920,Definitely endangered,https://en.wikipedia.org/wiki/South_Slavey
Wajãpi,905,Vulnerable,https://en.wikipedia.org/wiki/Wayampi
Mewahang,904,Severely endangered,https://en.wikipedia.org/wiki/Mewahang
Awapit,900,Severely endangered,https://en.wikipedia.org/wiki/Awa_Pit_language
Chimila,900,Severely endangered,https://en.wikipedia.org/wiki/Chimila
Kua,900,Definitely endangered,https://en.wikipedia.org/wiki/Tshwa_language
Njalgulgule,900,Severely endangered,https://en.wikipedia.org/wiki/Nyolge_language
Pech,900,Severely endangered,https://en.wikipedia.org/wiki/Pech
Rikbaktsa,900,Severely endangered,https://en.wikipedia.org/wiki/Rikbaktsa
Caac,890,Vulnerable,https://en.wikipedia.org/wiki/CAAC
Inuinnaqtun,890,Definitely endangered,https://en.wikipedia.org/wiki/Inuinnaqtun
Voh-Koné dialects,878,Definitely endangered,https://en.wikipedia.org/wiki/New_Caledonian_languages
Kuna (Colombia),876,Severely endangered,
Dení,875,Vulnerable,https://en.wikipedia.org/wiki/Deni_language
Tarao,870,Critically endangered,https://en.wikipedia.org/wiki/Tarao
Santa María del Mar Huave,862,Severely endangered,https://en.wikipedia.org/wiki/Huave_language
Nukuoro,860,Definitely endangered,https://en.wikipedia.org/wiki/Nukuoro
Mixtec of Santa Cruz Itundujia,851,Definitely endangered,https://en.wikipedia.org/wiki/Atatl%C3%A1huca%E2%80%93San_Miguel_Mixtec
"Zapotec of the Southern mountains, northeast",849,Definitely endangered,https://en.wikipedia.org/wiki/Mixtepec_Zapotec
Kumak,847,Vulnerable,https://en.wikipedia.org/wiki/Komoq
Pukapukan,840,Definitely endangered,https://en.wikipedia.org/wiki/Pukapukan_language
Lola,830,Vulnerable,https://en.wikipedia.org/wiki/Lola
Ashaninka (Brazil),813,Vulnerable,
Ottawa (Canada),810,Severely endangered,
Bati,800,Severely endangered,https://en.wikipedia.org/wiki/Bati
Chorote Iyojwa'ja,800,Severely endangered,
Eman,800,Severely endangered,https://en.wikipedia.org/wiki/Iman
Isu,800,Severely endangered,https://en.wikipedia.org/wiki/ISU
Jamamadí,800,Vulnerable,https://en.wikipedia.org/wiki/Jamamadi
Javaé,800,Definitely endangered,https://en.wikipedia.org/wiki/Karaj%C3%A1
Nubaca,800,Severely endangered,https://en.wikipedia.org/wiki/Mbam_languages
Panasuan,800,Definitely endangered,https://en.wikipedia.org/wiki/Panasuan_language
Piaroa (Colombia),800,Definitely endangered,
Taos,800,Definitely endangered,https://en.wikipedia.org/wiki/Taos
Taulil,800,Vulnerable,https://en.wikipedia.org/wiki/Taulil_language
Tuyuca (Brazil),800,Vulnerable,
Kaike,794,Definitely endangered,https://en.wikipedia.org/wiki/Kaike_language
Kildin Saami,787,Severely endangered,https://en.wikipedia.org/wiki/Kildin_S%C3%A1mi
Ese eja,782,Definitely endangered,
Central Cagayan Agta,779,Vulnerable,https://en.wikipedia.org/wiki/Central_Cagayan_Agta_language
Mixtec of Santa Inés de Zaragoza,775,Definitely endangered,https://en.wikipedia.org/wiki/Nuxa%C3%A1_Mixtec
Ocopetatillo Mazatec,757,Vulnerable,https://en.wikipedia.org/wiki/Tec%C3%B3atl_Mazatec
Jaqaru,750,Severely endangered,https://en.wikipedia.org/wiki/Jaqaru_language
Waiwai (Suriname),750,Critically endangered,
Laal,749,Critically endangered,https://en.wikipedia.org/wiki/Laal
Ulcha,732,Critically endangered,https://en.wikipedia.org/wiki/Ulch_people
Jawe,729,Vulnerable,https://en.wikipedia.org/wiki/Jawe_language
Maslam,723,Severely endangered,https://en.wikipedia.org/wiki/Maslam
Nambiquara do Sul,721,Vulnerable,
North Slavey,720,Definitely endangered,https://en.wikipedia.org/wiki/North_Slavey
Gitksan,710,Severely endangered,https://en.wikipedia.org/wiki/Gitxsan
A'ingae / Cofan (Ecuador),700,Definitely endangered,
Animere,700,Critically endangered,https://en.wikipedia.org/wiki/Animere_language
Batek,700,Critically endangered,https://en.wikipedia.org/wiki/Batek
Enggano,700,Vulnerable,https://en.wikipedia.org/wiki/Enggano_Island
Indri,700,Severely endangered,https://en.wikipedia.org/wiki/Indri
Kalaw Lagaw Ya,700,Definitely endangered,https://en.wikipedia.org/wiki/Kalaw_Lagaw_Ya
Lakon,700,Vulnerable,https://en.wikipedia.org/wiki/Lakon_language
Mok (China),700,Definitely endangered,
Ngaanyatjarra,700,Vulnerable,https://en.wikipedia.org/wiki/Ngaanyatjarra
Ngatikese Men's Creole,700,Definitely endangered,https://en.wikipedia.org/wiki/Ngatikese_Creole
Piratapuya (Brazil),700,Severely endangered,
Mountain Guarijío,696,Vulnerable,https://en.wikipedia.org/wiki/Huarijio_language
Nivkh (Sakhalin),688,Severely endangered,
Krikati,682,Vulnerable,
Dakota,675,Definitely endangered,https://en.wikipedia.org/wiki/Dakota
Carrier,660,Severely endangered,https://en.wikipedia.org/wiki/Carrier
Matlatzinca,651,Definitely endangered,https://en.wikipedia.org/wiki/Matlatzinca
Kasanga,650,Critically endangered,https://en.wikipedia.org/wiki/Kasanga
Wanano / Kotiria (Brazil),650,Vulnerable,
Central Popoloc,641,Severely endangered,https://en.wikipedia.org/wiki/Western_Popoloca_language
Eastern Ojibwe,620,Severely endangered,
River Guarijío,617,Vulnerable,https://en.wikipedia.org/wiki/Huarijio_language
Yuhup (Brazil),617,Vulnerable,
Ocoyoacac Otomí,609,Severely endangered,https://en.wikipedia.org/wiki/Acazulco_Otomi
Akum,600,Critically endangered,https://en.wikipedia.org/wiki/Akum_language
Blablanga,600,Definitely endangered,https://en.wikipedia.org/wiki/Blablanga_language
Bubia,600,Severely endangered,https://en.wikipedia.org/wiki/Bube_language
Chickasaw,600,Severely endangered,https://en.wikipedia.org/wiki/Chickasaw
Desano (Brazil),600,Definitely endangered,
Faetar,600,Definitely endangered,https://en.wikipedia.org/wiki/Faetar_language
Hixkaryána,600,Vulnerable,https://en.wikipedia.org/wiki/Hixkaryana_language
Hoava,600,Vulnerable,https://en.wikipedia.org/wiki/Hoava_language
Hodi,600,Vulnerable,https://en.wikipedia.org/wiki/History_of_the_Jews_in_India
Iñapari,600,Critically endangered,https://en.wikipedia.org/wiki/I%C3%B1apari
Koke,600,Severely endangered,https://en.wikipedia.org/wiki/Koke
Kowiai,600,Vulnerable,https://en.wikipedia.org/wiki/Kowiai_language
Kuikuro,600,Vulnerable,https://en.wikipedia.org/wiki/Kuikuro
Laiyolo,600,Definitely endangered,https://en.wikipedia.org/wiki/Laiyolo_language
Mo'da,600,Critically endangered,https://en.wikipedia.org/wiki/Morokodo_language
Northern Selkup,600,Severely endangered,
Penrhyn,600,Severely endangered,https://en.wikipedia.org/wiki/Penryn
Pintupi,600,Vulnerable,https://en.wikipedia.org/wiki/Pintupi
Piratapuya (Colombia),600,Critically endangered,
Siona / Secoya (Ecuador),600,Severely endangered,
Sonsorol,600,Severely endangered,https://en.wikipedia.org/wiki/Sonsorol
Teanu,600,Definitely endangered,https://en.wikipedia.org/wiki/Teanu_language
Yaminahua (Brazil),600,Vulnerable,
Andoke,597,Severely endangered,https://en.wikipedia.org/wiki/Andoque
Southern Tlapanec,592,Severely endangered,https://en.wikipedia.org/wiki/Tlapanec_language
Orowe,587,Definitely endangered,https://en.wikipedia.org/wiki/Orowe_language
Mosetén,585,Severely endangered,https://en.wikipedia.org/wiki/Tsiman%C3%A9
Chatong,580,Definitely endangered,
Norfolk-Pitcairn (Norfolk),580,Definitely endangered,
Nunatsiavummiutut,575,Definitely endangered,https://en.wikipedia.org/wiki/Inuttitut
Shuswap,570,Definitely endangered,https://en.wikipedia.org/wiki/Shuswap
Xaragure,566,Vulnerable,https://en.wikipedia.org/wiki/X%C3%A2r%C3%A2gur%C3%A8_language
Tapirapé,564,Vulnerable,https://en.wikipedia.org/wiki/Tapirap%C3%A9
Lacandón,563,Critically endangered,https://en.wikipedia.org/wiki/Lacandon
Zapotec of Zimatlán de Álvarez,562,Definitely endangered,https://en.wikipedia.org/wiki/El_Alto_Zapotec
Chilcotin,560,Definitely endangered,https://en.wikipedia.org/wiki/Tsilhqot%CA%BCin
Chácobo,550,Definitely endangered,https://en.wikipedia.org/wiki/Chacobo
Gao,550,Vulnerable,https://en.wikipedia.org/wiki/Gao
Geme,550,Critically endangered,https://en.wikipedia.org/wiki/Geme_language
Karore,550,Vulnerable,https://en.wikipedia.org/wiki/Karore_language
Yuhup (Colombia),550,Definitely endangered,
Western Tlapanec,549,Vulnerable,https://en.wikipedia.org/wiki/Tlapanec_language
Hinukh,548,Definitely endangered,https://en.wikipedia.org/wiki/Hinukh
Anuki,542,Definitely endangered,https://en.wikipedia.org/wiki/Anuki_language
Imeraguen,534,Definitely endangered,https://en.wikipedia.org/wiki/Imraguen_people
Narpa,533,Definitely endangered,
Akatek (Mexico),532,Vulnerable,
Naskapi,525,Vulnerable,https://en.wikipedia.org/wiki/Naskapi
Archi,524,Definitely endangered,https://en.wikipedia.org/wiki/Archi
Yawanawá,519,Vulnerable,https://en.wikipedia.org/wiki/Yaminaw%C3%A1
Raute,518,Severely endangered,https://en.wikipedia.org/wiki/Raute
Seri,518,Vulnerable,https://en.wikipedia.org/wiki/Seri
Western Popoloc,516,Severely endangered,https://en.wikipedia.org/wiki/Western_Popoloca_language
Yaqui (United States of America),510,Definitely endangered,
Kalapalo,506,Vulnerable,https://en.wikipedia.org/wiki/Kalapalo
Nganasan,505,Severely endangered,https://en.wikipedia.org/wiki/Nganasan
Jakaltek (Mexico),504,Severely endangered,
Zapotec of San Antonino el Alto,504,Definitely endangered,https://en.wikipedia.org/wiki/El_Alto_Zapotec
Purum,503,Critically endangered,https://en.wikipedia.org/wiki/Purum_people
Aheu,500,Definitely endangered,https://en.wikipedia.org/wiki/Aheu
Amahuaca,500,Severely endangered,https://en.wikipedia.org/wiki/Amahuaca
Anfillo,500,Critically endangered,https://en.wikipedia.org/wiki/Anfillo_language
Arbanasi,500,Severely endangered,https://en.wikipedia.org/wiki/Arbanasi
Baniva,500,Severely endangered,https://en.wikipedia.org/wiki/Baniwa
Bataan Ayta,500,Definitely endangered,https://en.wikipedia.org/wiki/Marivele%C3%B1o_language
Bats,500,Severely endangered,https://en.wikipedia.org/wiki/Bat
Black Mountain,500,Definitely endangered,https://en.wikipedia.org/wiki/Black_Mountain
Busoa,500,Vulnerable,https://en.wikipedia.org/wiki/Busoa_language
Chong,500,Severely endangered,https://en.wikipedia.org/wiki/Chong
Domaaki,500,Severely endangered,https://en.wikipedia.org/wiki/Dawoodi_language
Ganan,500,Severely endangered,
Havasupai,500,Definitely endangered,https://en.wikipedia.org/wiki/Havasupai
Kensiw (Thailand),500,Severely endangered,
Khmin,500,Vulnerable,https://en.wikipedia.org/wiki/Akhmim
Khvarshi,500,Definitely endangered,https://en.wikipedia.org/wiki/Khwarshi
Kundal Shahi,500,Definitely endangered,https://en.wikipedia.org/wiki/Kundal_Shahi
Laghuu,500,Definitely endangered,https://en.wikipedia.org/wiki/Laghuu_language
Laha (Lao Cai),500,Definitely endangered,
Laha (Son La),500,Definitely endangered,
Langa,500,Severely endangered,https://en.wikipedia.org/wiki/Langa
Laxudumau,500,Vulnerable,
Majera,500,Critically endangered,https://en.wikipedia.org/wiki/Majera_language
Maliseet-Passamaquoddy,500,Severely endangered,
Mikasuki,500,Vulnerable,https://en.wikipedia.org/wiki/Miccosukee
Mlomp,500,Critically endangered,https://en.wikipedia.org/wiki/Mlomp
Onin,500,Vulnerable,https://en.wikipedia.org/wiki/Onin
Ormu,500,Vulnerable,https://en.wikipedia.org/wiki/Ormu_language
Palikur (French Guyana),500,Severely endangered,
Pemon (Brazil),500,Vulnerable,
Quechua of Chachapoyas,500,Critically endangered,
Samatu,500,Critically endangered,https://en.wikipedia.org/wiki/Samatu_language
Seke,500,Vulnerable,https://en.wikipedia.org/wiki/Seke
Siona / Secoya (Colombia),500,Critically endangered,
South Saami,500,Severely endangered,https://en.wikipedia.org/wiki/Southern_S%C3%A1mi
Taikat,500,Definitely endangered,https://en.wikipedia.org/wiki/Taikat
Taloki,500,Definitely endangered,https://en.wikipedia.org/wiki/Kulisusu_language
Tamki,500,Critically endangered,https://en.wikipedia.org/wiki/Tamki_language
Tawahka,500,Severely endangered,
Thavung (Thailand),500,Severely endangered,
Tomadino,500,Definitely endangered,https://en.wikipedia.org/wiki/Tomadino_language
Toratán,500,Definitely endangered,
Tunisian Judeo-Arabic (Tunisia),500,Critically endangered,
Ulwa,500,Severely endangered,https://en.wikipedia.org/wiki/Ulwa_language
"Ute (Colorado, Ute Mountain)",500,Severely endangered,
Walmajarri,500,Definitely endangered,https://en.wikipedia.org/wiki/Walmadjari
Warekena (Venezuela),500,Severely endangered,
Boguru,494,Critically endangered,https://en.wikipedia.org/wiki/Guru_language
Pukobyê,494,Vulnerable,
Swoeng,492,Definitely endangered,
Wali,487,Critically endangered,https://en.wikipedia.org/wiki/Wali
Gavião do Pará,476,Vulnerable,
Malecite,475,Definitely endangered,https://en.wikipedia.org/wiki/Wolastoqiyik
Ninam (Brazil),466,Vulnerable,
Zoró,464,Vulnerable,
Sanema (Brazil),462,Vulnerable,
Ixtenco Otomí,461,Severely endangered,https://en.wikipedia.org/wiki/Ixtenco_Otomi
Ottawa (Michigan),459,Critically endangered,
Kanela Apaniekra,458,Vulnerable,
Satawal,458,Severely endangered,https://en.wikipedia.org/wiki/Satawal
Chatino of Zacatepec,453,Definitely endangered,https://en.wikipedia.org/wiki/Zacatepec_Chatino
Demisa,450,Definitely endangered,https://en.wikipedia.org/wiki/Demisa
Koasati (Louisiana),450,Definitely endangered,
Koasati (Texas),450,Definitely endangered,
Nanti,450,Vulnerable,https://en.wikipedia.org/wiki/Nanti_language
Shabo,450,Severely endangered,https://en.wikipedia.org/wiki/Shabo
Sharanahua,450,Severely endangered,https://en.wikipedia.org/wiki/Yaminawa_language
Siona  Secoya (Peru),450,Definitely endangered,
Tolomako,450,Definitely endangered,https://en.wikipedia.org/wiki/Tolomako_language
Enawenê-Nawê,445,Vulnerable,https://en.wikipedia.org/wiki/Enawene_Nawe
Valle Nacional Chinantec,442,Definitely endangered,https://en.wikipedia.org/wiki/Palantla_Chinantec
Gavião de Rondônia,436,Vulnerable,
Tabasco Náhuatl,434,Critically endangered,https://en.wikipedia.org/wiki/Isthmus_Nahuatl
Sera,432,Severely endangered,https://en.wikipedia.org/wiki/Sera
Yecuana (Brazil),430,Vulnerable,
Alabugat Tatar,422,Definitely endangered,
"Zapotec of the Southern mountains, eastern lowlands",420,Definitely endangered,https://en.wikipedia.org/wiki/Santo_Domingo_Coatl%C3%A1n_Zapotec
Western Otomí,415,Severely endangered,https://en.wikipedia.org/wiki/Northwestern_Otomi
Moose Cree,405,Vulnerable,https://en.wikipedia.org/wiki/Moose_Cree
Tlahuica,405,Severely endangered,https://en.wikipedia.org/wiki/Matlatzinca_people
Katukina do Acre,404,Severely endangered,
Abai Sungai,400,Definitely endangered,https://en.wikipedia.org/wiki/Sungai_language
Barasana (Colombia),400,Critically endangered,
Beezen,400,Severely endangered,https://en.wikipedia.org/wiki/Beezen
Buga,400,Critically endangered,https://en.wikipedia.org/wiki/Buga
Cheyenne (Oklahoma),400,Severely endangered,
Cimbrian,400,Definitely endangered,https://en.wikipedia.org/wiki/Cimbrian_language
Cobiana,400,Critically endangered,
Dagur (Amur),400,Critically endangered,
Dahalo,400,Severely endangered,https://en.wikipedia.org/wiki/Dahalo_language
Émérillon,400,Severely endangered,https://en.wikipedia.org/wiki/Emerillon_language
Gagauz (Maritime),400,Severely endangered,
Hijuk,400,Critically endangered,https://en.wikipedia.org/wiki/Hijuk_language
Hobyot,400,Severely endangered,https://en.wikipedia.org/wiki/Hoby%C3%B3t_language
Inari Saami,400,Severely endangered,https://en.wikipedia.org/wiki/Inari_S%C3%A1mi_people
Istriot,400,Severely endangered,https://en.wikipedia.org/wiki/Istriot_language
Kalao,400,Definitely endangered,https://en.wikipedia.org/wiki/Kalao_language
Kamaiurá,400,Vulnerable,https://en.wikipedia.org/wiki/Kamayur%C3%A1
Kickapoo (Kansas),400,Severely endangered,
Kickapoo (Oklahoma),400,Severely endangered,
Kickapoo (Texas),400,Severely endangered,
Kiowa,400,Severely endangered,https://en.wikipedia.org/wiki/Kiowa
Koroni,400,Definitely endangered,https://en.wikipedia.org/wiki/Koroni
Lamongse,400,Critically endangered,
Ndunda,400,Severely endangered,https://en.wikipedia.org/wiki/African_nightshade
Northern Paiute (Nevada),400,Definitely endangered,
Pupeo,400,Definitely endangered,
Rapa,400,Severely endangered,https://en.wikipedia.org/wiki/Rapa
Red Gelao (China),400,Critically endangered,
Sengseng,400,Vulnerable,https://en.wikipedia.org/wiki/Sengseng_language
Sirionó,400,Severely endangered,https://en.wikipedia.org/wiki/Sirion%C3%B3
Talondo,400,Definitely endangered,
"Yaminahua (Bolivia, Peru)",400,Severely endangered,
Mixtec of Zapotitlán,396,Severely endangered,https://en.wikipedia.org/wiki/Chazumba_Mixtec
Sanema (Venezuela),393,Vulnerable,
Ts'ixa,390,Definitely endangered,https://en.wikipedia.org/wiki/Ts%CA%BCixa_language
Pirahã,389,Vulnerable,https://en.wikipedia.org/wiki/Pirah%C3%A3
Mixtec of San Pedro Tidaá,384,Severely endangered,https://en.wikipedia.org/wiki/Tida%C3%A1_Mixtec
Yerong,380,Severely endangered,"https://en.wikipedia.org/wiki/The_Rock,_New_South_Wales"
A'ingae / Cofan (Colombia),379,Severely endangered,
Halkomelem,375,Severely endangered,https://en.wikipedia.org/wiki/Halkomelem
Yudja,362,Vulnerable,https://en.wikipedia.org/wiki/Yudj%C3%A1
Kisêdjê,351,Vulnerable,https://en.wikipedia.org/wiki/Suy%C3%A1
Auye,350,Vulnerable,https://en.wikipedia.org/wiki/Auye-Dao_language
Awyi,350,Vulnerable,https://en.wikipedia.org/wiki/Awyi_language
Bierebo,350,Vulnerable,https://en.wikipedia.org/wiki/Bierebo_language
Fayu,350,Vulnerable,https://en.wikipedia.org/wiki/Fayu
Labo,350,Vulnerable,https://en.wikipedia.org/wiki/Labo
Mra,350,Critically endangered,
Myky,350,Vulnerable,
Na,350,Critically endangered,https://en.wikipedia.org/wiki/Na
Nadëb,350,Definitely endangered,https://en.wikipedia.org/wiki/Nad%C3%ABb_language
Taje,350,Critically endangered,https://en.wikipedia.org/wiki/Taje
Tenharim,350,Severely endangered,https://en.wikipedia.org/wiki/Tenharim
Mako,345,Critically endangered,https://en.wikipedia.org/wiki/Mako
Barām,342,Critically endangered,
Ikpeng,342,Vulnerable,https://en.wikipedia.org/wiki/Ikpeng
Gardiol,340,Severely endangered,https://en.wikipedia.org/wiki/Vivaro-Alpine_dialect
Araweté,339,Vulnerable,https://en.wikipedia.org/wiki/Arawet%C3%A9
Northern Pame,337,Definitely endangered,https://en.wikipedia.org/wiki/Pame_languages
Thompson,335,Severely endangered,https://en.wikipedia.org/wiki/Thompson
Serili,328,Vulnerable,https://en.wikipedia.org/wiki/Serili_language
Kaningara,327,Vulnerable,
Misantla Totonac,325,Critically endangered,https://en.wikipedia.org/wiki/Misantla_Totonac
Nemi,325,Definitely endangered,https://en.wikipedia.org/wiki/Nemi
Nambiquara do Norte,323,Vulnerable,
Matís,322,Vulnerable,https://en.wikipedia.org/wiki/Matis
Wauja,321,Vulnerable,https://en.wikipedia.org/wiki/Wauja
Benggoi,320,Definitely endangered,https://en.wikipedia.org/wiki/Benggoi_language
Karitiana,320,Vulnerable,https://en.wikipedia.org/wiki/Karitiana
Apalai,317,Vulnerable,https://en.wikipedia.org/wiki/Aparai
Kwak'wala,315,Critically endangered,https://en.wikipedia.org/wiki/Kwak%CA%BCwala
Southern Zoque,312,Definitely endangered,https://en.wikipedia.org/wiki/Chiapas_Zoque
Tilung,310,Definitely endangered,https://en.wikipedia.org/wiki/Tilung_language
Opuuo,307,Critically endangered,https://en.wikipedia.org/wiki/Opuo_language
Panará,306,Vulnerable,https://en.wikipedia.org/wiki/Panara
Aka,300,Critically endangered,https://en.wikipedia.org/wiki/Aka
Bakole,300,Critically endangered,https://en.wikipedia.org/wiki/Bakole
Bathari,300,Critically endangered,https://en.wikipedia.org/wiki/Ba%E1%B9%AD%E1%B8%A5ari_language
Brokkat,300,Definitely endangered,https://en.wikipedia.org/wiki/Brokkat_language
Duwet,300,Vulnerable,https://en.wikipedia.org/wiki/Duwet_language
Faire Atta,300,Severely endangered,https://en.wikipedia.org/wiki/Atta_language
Green Gelao (China),300,Critically endangered,
Green Gelao (Viet Nam),300,Critically endangered,
Guatuso,300,Severely endangered,https://en.wikipedia.org/wiki/Guatuso_(canton)
Gupapuyngu,300,Vulnerable,https://en.wikipedia.org/wiki/Dhuwal_language
Istro-Romanian,300,Severely endangered,https://en.wikipedia.org/wiki/Istro-Romanian
Jicarilla Apache,300,Severely endangered,https://en.wikipedia.org/wiki/Jicarilla_Apache
Kandas,300,Vulnerable,https://en.wikipedia.org/wiki/Kandas
Kangjia,300,Severely endangered,https://en.wikipedia.org/wiki/Kangjia_language
Kaxarari,300,Critically endangered,https://en.wikipedia.org/wiki/Kasharari_language
Kwansu,300,Vulnerable,
Legenyem,300,Vulnerable,https://en.wikipedia.org/wiki/Ma%27ya_language
Mandaic,300,Critically endangered,https://en.wikipedia.org/wiki/Mandaic
Mangareva,300,Severely endangered,https://en.wikipedia.org/wiki/Mangareva
Mani,300,Critically endangered,https://en.wikipedia.org/wiki/Mani
Maniq,300,Definitely endangered,https://en.wikipedia.org/wiki/Maniq_people
Mono,300,Critically endangered,https://en.wikipedia.org/wiki/Mono
Northern Paiute (Oregon),300,Critically endangered,
Phong,300,Definitely endangered,https://en.wikipedia.org/wiki/Phong
Shanenawa,300,Vulnerable,https://en.wikipedia.org/wiki/Yaminawa_language
Sissano,300,Critically endangered,https://en.wikipedia.org/wiki/Sissano_language
Skolt Saami,300,Severely endangered,https://en.wikipedia.org/wiki/Skolt_S%C3%A1mi
Tarpia,300,Severely endangered,https://en.wikipedia.org/wiki/Tarpia_language
Tause,300,Vulnerable,https://en.wikipedia.org/wiki/Tause_language
Thaayorre,300,Definitely endangered,https://en.wikipedia.org/wiki/Thaayorre
Tlingit (United States of America),300,Critically endangered,
Tol,300,Critically endangered,https://en.wikipedia.org/wiki/Tol
Tsakonian,300,Critically endangered,https://en.wikipedia.org/wiki/Tsakonian
Tuahka,300,Severely endangered,
Ute (Utah),300,Severely endangered,
Vedda,300,Definitely endangered,https://en.wikipedia.org/wiki/Vedda
Vera'a,300,Definitely endangered,https://en.wikipedia.org/wiki/Vera%27a_language
Warapu,300,Severely endangered,https://en.wikipedia.org/wiki/Bauni_language
Waru,300,Definitely endangered,https://en.wikipedia.org/wiki/Waru
Yawarana,300,Severely endangered,
Yimas,300,Severely endangered,https://en.wikipedia.org/wiki/Yimas_language
Tilapa Otomí,292,Severely endangered,https://en.wikipedia.org/wiki/Tilapa_Otomi
Paumarí,290,Severely endangered,https://en.wikipedia.org/wiki/Paumar%C3%AD_language
Wayana (Brazil),288,Vulnerable,
Achagua,283,Severely endangered,https://en.wikipedia.org/wiki/Achagua
Guajá,283,Vulnerable,https://en.wikipedia.org/wiki/Aw%C3%A1_(Brazil)
Maniwaki Algonquin,280,Severely endangered,
Alabama,275,Definitely endangered,https://en.wikipedia.org/wiki/Alabama
Cocopa (Arizona),275,Severely endangered,
Miltu,272,Critically endangered,https://en.wikipedia.org/wiki/Miltu_language
Arara do Pará,271,Vulnerable,https://en.wikipedia.org/wiki/Arara_(Par%C3%A1)
Kaki Ae,266,Vulnerable,https://en.wikipedia.org/wiki/Kaki_Ae_language
Nisga'a,265,Severely endangered,https://en.wikipedia.org/wiki/Nisga%27a
"Zapotec of the Valleys, central",257,Severely endangered,https://en.wikipedia.org/wiki/Western_Tlacolula_Valley_Zapotec
Bosilewa,250,Vulnerable,
Caquinte Campa,250,Definitely endangered,
Gwich'in (Canada),250,Severely endangered,
Kaibobo,250,Definitely endangered,https://en.wikipedia.org/wiki/Kaibobo_language
Kaiep,250,Vulnerable,https://en.wikipedia.org/wiki/Kaiep_language
Kaiy,250,Vulnerable,https://en.wikipedia.org/wiki/Kaiy_language
Laji,250,Critically endangered,
Lehali,250,Vulnerable,https://en.wikipedia.org/wiki/Lehali_language
Lillooet,250,Severely endangered,https://en.wikipedia.org/wiki/Lillooet
Löyöp,250,Vulnerable,https://en.wikipedia.org/wiki/L%C3%B6y%C3%B6p_language
Nyangumarta,250,Vulnerable,https://en.wikipedia.org/wiki/Nyangumarta
Pear,250,Severely endangered,https://en.wikipedia.org/wiki/Pear
Ruc,250,Definitely endangered,https://en.wikipedia.org/wiki/RUC
Sause,250,Severely endangered,https://en.wikipedia.org/wiki/Sauce
Texistepecan,250,Severely endangered,https://en.wikipedia.org/wiki/Texistepec_language
Winnebago (Nebraska),250,Severely endangered,
Winnebago (Wisconsin),250,Severely endangered,
Zapotec of San Bartolo Yautepec,246,Severely endangered,https://en.wikipedia.org/wiki/San_Bartolo_Yautepec_Zapotec
Mixtec of San Miguel Piedras,243,Severely endangered,https://en.wikipedia.org/wiki/San_Miguel_Piedras_Mixtec
North Alaskan Inupiaq (Canada),240,Severely endangered,
