,glottocode,name,isocodes,level,macroarea,latitude,longitude,name_normalized,Name in English,Number of speakers,Degree of endangerment,lang,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang,url
122,cash1251,Cashibo-Cacataibo,cbr,language,South America,-8.70232,-75.4206,cashibo-cacataibo,Cashibo-Cacataibo,1800,Definitely endangered,Cashibo,"Panoan
	\nMainline Panoan
		Cashibo
			
	","Panoan, \nMainline Panoan, Cashibo",cbr,"1,200 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Kashibo_language
123,cata1286,Catawba,chc,language,North America,34.9685,-80.8857,catawba,Catawba,0,Extinct,Catawba,"['Siouan'
	'Catawban (Eastern Siouan)'
		'Catawba']
			
	",,chc,,South Carolina,,,https://en.wikipedia.org/wiki/Catawba_language
124,cayu1241,Cayuse,xcy,language,North America,46.1136,-117.94,cayuse,Cayuse,0,Extinct,Cayuse,"Unclassified
	
	",Unclassified,xcy,Uknown,Oregon,Unknown,Unknown,https://en.wikipedia.org/wiki/Cayuse_language
125,cent2084,Central Cagayan Agta,agt,language,Papunesia,17.9571,121.857,central cagayan agta,Central Cagayan Agta,779,Vulnerable,Central Cagayan Agta,"Austronesian
	Malayo-Polynesian
		Philippine
			Northern Luzon
				Cagayan Valley
					Gaddangic
						Central Cagayan Agta
							
	","Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Gaddangic, Central Cagayan Agta",agt,780 ,Luzon,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Cagayan_Agta_language
126,cent2138,Central Pomo,poo,language,North America,38.90547,-123.66393,central pomo,Central Pomo,3,Critically endangered,Central Pomo,"Hokan
	\n
		Pomoan
			Western
				Southern
					Central Pomo
						
	","Hokan, \n, Pomoan, Western, Southern, Central Pomo",poo,Uknown,Northern California,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Pomo_language
127,cent2140,Central Sierra Miwok,csm,language,North America,38.0812,-120.257,central sierra miwok,Central Sierra Miwok,3,Critically endangered,Central Sierra Miwok,"Yok-Utian
	Utian
		Miwokan
			Eastern
				Sierra Miwok
					Central Sierra Miwok
						
	","Yok-Utian, Utian, Miwokan, Eastern, Sierra Miwok, Central Sierra Miwok",csm,,California,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Sierra_Miwok
128,cham1309,Chamalal,cji,language,Eurasia,42.5024,45.995,chamalal,Chamalal,12000,Definitely endangered,Chamalal,"Northeast Caucasian
	Avar–Andic
		Andic
			Akhvakh–Tindi
				Karata–Tindi
					Botlikh–Tindi
						Chamalal
							
	","Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Chamalal",cji,500 ,Southwestern Dagestan[1],Unknown,Unknown,https://en.wikipedia.org/wiki/Chamalal_language
129,cham1307,Chambeali,cdh,language,Eurasia,32.5476,76.1796,chambeali,Chambeali,126589,Definitely endangered,Chambeali,"Indo-European
	Indo-Iranian
		Indo-Aryan
			Northern
				Western Pahari
					Chambeali
						
	","Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari, Chambeali",cdh,"126,000 ",Himachal Pradesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Chambeali
130,cham1318,Chamicuro,ccc,language,South America,-5.1149,-75.6778,chamicuro,Chamicuro,8,Critically endangered,Chamicuro,"Arawakan
	\nSouthern
		Western
			Chamicuro
				
	","Arawakan, \nSouthern, Western, Chamicuro",ccc,Uknown,Pampa Hermosa,Unknown,Unknown,https://en.wikipedia.org/wiki/Chamicuro_language
131,cham1312,Chamorro,cha,language,Papunesia,13.438011,144.74474,chamorro,Chamorro,62500,Vulnerable,Chamoru,"['Austronesian'
	'Malayo-Polynesian'
		'Chamoru']
			
	",,cha,"58,000 (2005–2015)[1]",, Guam   Northern Mariana Islands,,https://en.wikipedia.org/wiki/Chamorro_language
132,chan1310,Chantyal,chx,language,Eurasia,28.684,83.4488,chantyal,Chantyal,5912,Definitely endangered,Chhantyal,"Sino-Tibetan
	Tamangic
		Chhantyal
			
	","Sino-Tibetan, Tamangic, Chhantyal",chx,"4,300 ","Gulmi, Baglung and Myagdi Districts",Unknown,Unknown,https://en.wikipedia.org/wiki/Chantyal_language
133,chac1249,Cha'palaa,cbi,language,South America,0.71489,-79.0508,cha'palaa,Cha'palaa,4000,Definitely endangered,Chaʼpalaa,"Barbacoan
	\nSouthern
		Chaʼpalaa
			
	","Barbacoan, \nSouthern, Chaʼpalaa",cbi,"5,870 ",Ecuador,Unknown,Unknown,https://en.wikipedia.org/wiki/Cha%CA%BCpalaa_language
134,chec1245,Chechen,che,language,Eurasia,43.5,45.5,chechen,Chechen,1331844,Vulnerable,Chechen,"Northeast Caucasian
	Nakh
		Vainakh
			Chechen–Ingush
				Chechen
					
	","Northeast Caucasian, Nakh, Vainakh, Chechen–Ingush, Chechen",che,1.8 million ,"Chechnya, Ingushetia and Dagestan"," Russia
 Chechnya
 Dagestan
",Unknown,https://en.wikipedia.org/wiki/Chechen_language
135,chec1245,Chechen,che,language,Eurasia,43.5,45.5,chechen,Chechen,1331844,Vulnerable,Chechen,"['Northeast Caucasian'
	'Nakh'
		'Vainakh'
			'Chechen–Ingush'
				'Chechen']
					
	","['Akkin', 'Shatoi', 'Melkhin', 'Kistin', 'Cheberloi', 'Ploskost']",che,1.8 million (2020)[1],"Chechnya, Ingushetia and Dagestan"," Russia
 Chechnya
 Dagestan
",,https://en.wikipedia.org/wiki/Chechen_language
136,chep1245,Chepang,cdm,language,Eurasia,27.7206,84.9017,chepang,Chepang,36807,Vulnerable,Chepang,"Sino-Tibetan
	Chepangic
		Chepang
			
	","Sino-Tibetan, Chepangic, Chepang",cdm,"59,000 ",Nepal,Unknown,Unknown,https://en.wikipedia.org/wiki/Chepang_language
137,chep1243,Chepya,ycp,language,Eurasia,22.1749,101.7501,chepya,Chepya,2000,Definitely endangered,Chepya,"Sino-Tibetan
	\n(
		Tibeto-Burman
			)
				Lolo–Burmese
					Loloish
						Southern
							Hanoid
								Chepya
									
	","Sino-Tibetan, \n(, Tibeto-Burman, ), Lolo–Burmese, Loloish, Southern, Hanoid, Chepya",ycp,"2,000 ",Phongsaly Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Chepya_language
138,ches1238,Chesu,ych,language,Eurasia,24.05,101.98,chesu,Chesu,6600,Definitely endangered,Chesu,"Sino-Tibetan
	Tibeto-Burman
		Lolo–Burmese
			Loloish
				Nisoish
					Northern Loloish
						Nasoid
							Chesu
								
	","Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Loloish, Nisoish, Northern Loloish, Nasoid, Chesu",ych,"3,300 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Chesu_language
139,chic1270,Chickasaw,cic,language,North America,34.0,-88.0,chickasaw,Chickasaw,600,Severely endangered,Chickasaw,"['Muskogean'
	'\nWestern Muskogean'
		'Chickasaw']
			
	",,cic,75 (2017)[1],"South central Oklahoma, from Byng or Happyland (near Ada) north, and from Davis or Ardmore west to Fillmore and Wapanucka in east.",,,https://en.wikipedia.org/wiki/Chickasaw_language
140,chil1275,Chilisso,clh,language,Eurasia,35.2494,73.3344,chilisso,Chilisso,2000,Severely endangered,Chilisso,"Indo-European
	Indo-Iranian
		Indo-Aryan
			Dardic
				Kohistani
					Chilisso
						
	","Indo-European, Indo-Iranian, Indo-Aryan, Dardic, Kohistani, Chilisso",clh,,"Eastern Kohistan, Pakistan",Unknown,Unknown,https://en.wikipedia.org/wiki/Chilisso_language
141,chim1309,Chimila,cbg,language,South America,10.1902,-74.2559,chimila,Chimila,900,Severely endangered,Chimila,"Chibchan
	\nArwako–Chimila
		Chimila
			
	","Chibchan, \nArwako–Chimila, Chimila",cbg,350 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chimila_language
142,chhi1245,Chintang,ctn,language,Eurasia,26.961,87.1899,chintang,Chintang,1500,Severely endangered,Chintang,"Sino-Tibetan
	Tibeto-Burman
		Mahakiranti
			 ()
				Kiranti
					Eastern Kiranti
						Chintang
							
	","Sino-Tibetan, Tibeto-Burman, Mahakiranti,  (), Kiranti, Eastern Kiranti, Chintang",ctn,"3,700 ","Dhankuta District, Nepal",Unknown,Unknown,https://en.wikipedia.org/wiki/Chintang_language
143,chip1262,Chipaya,cap,language,South America,-18.73951,-67.89633,chipaya,Chipaya,1050,Definitely endangered,Chipaya,"Uru–Chipaya
	Chipaya
		
	","Uru–Chipaya, Chipaya",cap,"1,800 ",Oruro Department,Unknown,Unknown,https://en.wikipedia.org/wiki/Chipaya_language
144,chiq1250,Chiquihuitlán Mazatec,maq,language,North America,18.0541,-96.6659,chiquihuitlán mazatec,Chiquihuitlán Mazatec,1502,Definitely endangered,Chiquihuitlán Mazatec,"Oto-Manguean
	Popolocan
		Mazatecan
			Chiquihuitlán Mazatec
				
	","Oto-Manguean, Popolocan, Mazatecan, Chiquihuitlán Mazatec",maq,"1,500 ","San Juan Chiquihuitlán, Oaxaca",Unknown,Unknown,https://en.wikipedia.org/wiki/Chiquihuitl%C3%A1n_Mazatec_language
145,chra1242,Chrau,crw,language,Eurasia,10.8021,107.293,chrau,Chrau,15000,Definitely endangered,Chrau,"Austroasiatic
	Bahnaric
		South Bahnaric
			Stieng–Chrau
				Chrau
					
	","Austroasiatic, Bahnaric, South Bahnaric, Stieng–Chrau, Chrau",crw,,"Đồng Nai, Tây Ninh, and Bình Dương provinces",Unknown,Unknown,https://en.wikipedia.org/wiki/Chrau_language
146,chru1239,Chru,cje,language,Eurasia,11.6625,108.529,chru,Chru,12000,Vulnerable,Chru,"Austronesian
	Malayo-Polynesian
		Malayo-Sumbawan
			 ()
				Chamic
					Highland
						Chru–Northern
							Chru
								
	","Austronesian, Malayo-Polynesian, Malayo-Sumbawan,  (), Chamic, Highland, Chru–Northern, Chru",cje,"19,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Chru_language
147,chuk1273,Chukchi,ckt,language,Eurasia,68.6436,170.045,chukchi,Chukchi,7742,Severely endangered,Chukchi,"['Chukotko-Kamchatkan'
	'Chukotkan'
		'Chukchi']
			
	",,ckt,"8,526, 52.6% of ethnic population (2020 census)[2]",Chukotka Autonomous Okrug,,,https://en.wikipedia.org/wiki/Chukchi_language
148,chur1258,Churahi,cdj,language,Eurasia,32.8969,76.1124,churahi,Churahi,61199,Definitely endangered,Churahi,"Indo-European
	Indo-Iranian
		Indo-Aryan
			Northern
				Western Pahari
					Churahi
						
	","Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari, Churahi",cdj,"76,000[1] ","Chaurah, Saluni",Unknown,Unknown,https://en.wikipedia.org/wiki/Churahi
149,chuv1255,Chuvash,chv,language,Eurasia,55.48701,47.16298,chuvash,Chuvash,1325382,Vulnerable,Chuvash,"Turkic
	Oghuric
		Chuvash
			
	","Turkic, Oghuric, Chuvash",chv,"740,000 ",Volga region (esp. Chuvashia),Chuvashia (Russia),Unknown,https://en.wikipedia.org/wiki/Chuvash_language
150,chuv1255,Chuvash,chv,language,Eurasia,55.48701,47.16298,chuvash,Chuvash,1325382,Vulnerable,Chuvash,"['Turkic'
	'Oghuric'
		'Chuvash']
			
	",,chv,"740,000 (2020 census)[1]",Volga region (esp. Chuvashia),Chuvashia (Russia),,https://en.wikipedia.org/wiki/Chuvash_language
151,cimb1238,Cimbrian,cim,language,Eurasia,45.921,11.324,cimbrian,Cimbrian,400,Definitely endangered,Cimbrian,"Indo-European
	Germanic
		West Germanic
			Elbe Germanic
				High German
					Upper German
						Bavarian
							Cimbrian
								
	","Indo-European, Germanic, West Germanic, Elbe Germanic, High German, Upper German, Bavarian, Cimbrian",cim,400 ,,Unknown, Italy Trentino,https://en.wikipedia.org/wiki/Cimbrian_language
152,cimb1238,Cimbrian,cim,language,Eurasia,45.921,11.324,cimbrian,Cimbrian,400,Definitely endangered,Cimbrian,"['Indo-European'
	'Germanic'
		'West Germanic'
			'Elbe Germanic'
				'High German'
					'Upper German'
						'Bavarian'
							'Cimbrian']
								
	",,cim,400 (2000)[1],,, Italy Trentino,https://en.wikipedia.org/wiki/Cimbrian_language
153,coma1245,Comanche,com,language,North America,34.0,-101.0,comanche,Comanche,100,Severely endangered,Comanche,"['Uto-Aztecan'
	'Numic'
		'Central Numic'
			'Comanche']
				
	",,com,<9 (2022)[1],"Oklahoma (formerly, Texas, New Mexico, Kansas, Colorado, Oklahoma)",,,https://en.wikipedia.org/wiki/Comanche_language
154,copt1239,Coptic,cop,language,Africa,29.472,31.2053,coptic,Coptic,0,Extinct,Coptic,"Afro-Asiatic
	Egyptian
		Coptic
			
	","Afro-Asiatic, Egyptian, Coptic",cop,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Coptic_language
155,copt1239,Coptic,cop,language,Africa,29.472,31.2053,coptic,Coptic,0,Extinct,Coptic,"['Afro-Asiatic'
	'Egyptian'
		'Coptic']
			
	","['Bohairic', 'Sahidic', 'Akhmimic', 'Lycopolitan', 'Fayyumic', 'Oxyrhynchite']",cop,,,,,https://en.wikipedia.org/wiki/Coptic_language
156,cowl1242,Cowlitz,cow,language,North America,46.4167,-122.917,cowlitz,Cowlitz,0,Extinct,Cowlitz Salish,"Salishan
	Coast
		Tsamosan
			Inland
				Cowlitz Salish
					
	","Salishan, Coast, Tsamosan, Inland, Cowlitz Salish",cow,Uknown,Southwestern Washington,Unknown,Unknown,https://en.wikipedia.org/wiki/Cowlitz_language
157,cree1270,Creek,mus,language,North America,31.0,-87.5,creek,Creek,5000,Definitely endangered,Muscogee,"Muskogean
	\nEastern
		Muscogee
			
	","Muskogean, \nEastern, Muscogee",mus,"4,500 ","East central Oklahoma, Muscogee and Seminole, south Alabama Creek, Florida, Seminole of Brighton Reservation.", United States   Muscogee Nation,Unknown,https://en.wikipedia.org/wiki/Creek_language
158,cree1270,Creek,mus,language,North America,31.0,-87.5,creek,Creek,5000,Definitely endangered,Muscogee,"['Muskogean'
	'\nEastern'
		'Muscogee']
			
	",,mus,"4,500 (2015 census)[1]","East central Oklahoma, Muscogee and Seminole, south Alabama Creek, Florida, Seminole of Brighton Reservation.", United States   Muscogee Nation,,https://en.wikipedia.org/wiki/Muscogee_Creek_language
159,cuib1242,Cuiba,cui,language,South America,6.19829,-69.8197,cuiba,Cuiba,2445,Severely endangered,Cuiba,"Guahiban
	Cuiba
		
	","Guahiban, Cuiba",cui,"2,900 ","Meta Casanare and Capanapara rivers (Colombia)
Apure Division (Venezuela)",Unknown,Unknown,https://en.wikipedia.org/wiki/Cuiba_language
160,cupe1243,Cupeño,cup,language,North America,33.3148,-116.515,cupeño,Cupeño,0,Extinct,Cupeño,"['Uto-Aztecan'
	'Northern Uto-Aztecan'
		'Takic'
			'Cupan'
				'Cahuilla'
					'–Cupeño'
						'Cupeño']
							
	",,cup,,"Southern California, United States",,,https://en.wikipedia.org/wiki/Cupe%C3%B1o_language
161,cypr1248,Cypriot Arabic,acy,language,Eurasia,35.1674,33.0943,cypriot arabic,Cypriot Arabic,1300,Severely endangered,Cypriot Arabic,"Afro-Asiatic
	Semitic
		West Semitic
			Central Semitic
				Arabic
					Mesopotamian
						Qeltu
							Cypriot Arabic
								
	","Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabic, Mesopotamian, Qeltu, Cypriot Arabic",acy,No L1 speakers in the south ,Kormakitis and urban areas in the south,Unknown, Cyprus,https://en.wikipedia.org/wiki/Cypriot_Arabic
162,cypr1248,Cypriot Arabic,acy,language,Eurasia,35.1674,33.0943,cypriot arabic,Cypriot Arabic,1300,Severely endangered,Cypriot Arabic,"['Afro-Asiatic'
	'Semitic'
		'West Semitic'
			'Central Semitic'
				'Arabic'
					'Mesopotamian'
						'Qeltu'
							'Cypriot Arabic']
								
	",,acy,"No L1 speakers in the south (2011)[1]9,800 total speakers (2013 UNSD)[2]",Kormakitis and urban areas in the south,, Cyprus,https://en.wikipedia.org/wiki/Cypriot_Arabic
163,daha1245,Dahalo,dal,language,Africa,-2.1843,40.37,dahalo,Dahalo,400,Severely endangered,Dahalo,"Afro-Asiatic
	Cushitic
		Lowland East
			
				Dahalo
					
	","Afro-Asiatic, Cushitic, Lowland East, , Dahalo",dal,580 ,Coast Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Dahalo_language
164,dair1239,Dair,drb,language,Africa,12.474,30.6782,dair,Dair,1000,Severely endangered,Dair,"['Nilo-Saharan'
	'?\n'
		'Eastern Sudanic'
			'Northern Eastern'
				'Nubian'
					'Hill Nubian'
						'(Unclassified)'
							'Dair']
								
	",,drb,"(1,000 cited 1978)[1]",Nuba Mountains,,,https://en.wikipedia.org/wiki/Dair_language
165,dako1258,Dakota,dak,language,North America,45.86,-96.58,dakota,Dakota,675,Definitely endangered,Dakota,"['Siouan'
	'Western Siouan'
		'Mississippi Valley Siouan'
			'Dakotan'
				'Sioux'
					'Dakota']
						
	",,dak,290 (2016)[1],"Primarily North Dakota and South Dakota, but also northern Nebraska, southern Minnesota; Northern Montana; southern Manitoba, southern Saskatchewan",,,https://en.wikipedia.org/wiki/Dakota_language
166,dale1238,Dalecarlian,qer,language,Eurasia,61.291358,13.830399,dalecarlian,Dalecarlian,10000,Definitely endangered,Dalecarlian,"Indo-European
	Germanic
		North Germanic
			West Scandinavian
				1
					Dalecarlian
						
	","Indo-European, Germanic, North Germanic, West Scandinavian, 1, Dalecarlian",Nonetitle (titlemistitle)titleIndividual code:titleovdtitle – Elfdalian,Uknown,Dalarna County,Unknown,Unknown,https://en.wikipedia.org/wiki/Dalecarlian_languages
167,dale1238,Dalecarlian,qer,language,Eurasia,61.291358,13.830399,dalecarlian,Dalecarlian,10000,Definitely endangered,Dalecarlian,"['Indo-European'
	'Germanic'
		'North Germanic'
			'West Scandinavian'
				'[1]'
					'Dalecarlian']
						
	","['Elfdalian', 'Moramål', '[2]', 'Orsamål', '[3]']",Nonetitle (titlemistitle)titleIndividual code:titleovdtitle – Elfdalian,,Dalarna County,,,https://en.wikipedia.org/wiki/Dalecarlian
168,dalm1243,Dalmatian,dlm,language,Eurasia,42.7095,18.0238,dalmatian,Dalmatian,0,Extinct,Dalmatian,"Indo-European
	Italic
		Latino-Faliscan
			Latin
				Romance
					Dalmatian
						
	","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Dalmatian",dlm,Uknown,Dalmatia,Unknown,Unknown,https://en.wikipedia.org/wiki/Dalmatian_language
169,dama1272,Damal,uhn,language,Papunesia,-4.17345,137.496,damal,Damal,5000,Vulnerable,Uhunduni,"Trans–New Guinea
	West Papuan Highlands
		 (Irian Highlands)
			Amung–Dem
				Uhunduni
					
	","Trans–New Guinea, West Papuan Highlands,  (Irian Highlands), Amung–Dem, Uhunduni",uhn,"14,000 ","Central Papua: central highlands, Paniai Regency, Beoga and Ilaga sub-districts; Asmat, Deiya, Mimika, and Puncak regencies, north and south Puncak Jaya; possibly Lanny Jaya and Nduga regencies.",Unknown,Unknown,https://en.wikipedia.org/wiki/Uhunduni_language
170,dame1241,Dameli,dml,language,Eurasia,35.299,71.6806,dameli,Dameli,5500,Severely endangered,Dameli,"Indo-European
	Indo-Iranian
		Indo-Aryan
			Dardic
				Kunar
					Dameli
						
	","Indo-European, Indo-Iranian, Indo-Aryan, Dardic, Kunar, Dameli",dml,"5,000 ",Khyber Pakhtunkhwa,Unknown,Unknown,https://en.wikipedia.org/wiki/Dameli_language
171,damp1237,Dampelas,dms,language,Papunesia,0.70234,120.219,dampelas,Dampelas,1000,Definitely endangered,Dampelas,"Austronesian
	Malayo-Polynesian
		Celebic
			Tomini–Tolitoli
				\xa0
					Tomini
						Dampelas
							
	","Austronesian, Malayo-Polynesian, Celebic, Tomini–Tolitoli, \xa0, Tomini, Dampelas",dms,"2,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Dampelas_language
172,dari1249,Dari,prs,language,Eurasia,31.0405,67.3593,dari,Dari,15000,Definitely endangered,Dari,"Indo-European
	Indo-Iranian
		Iranian
			Western Iranian
				Southwestern Iranian
					Persian
						Dari
							
	","Indo-European, Indo-Iranian, Iranian, Western Iranian, Southwestern Iranian, Persian, Dari",prs,L1: 10 million ,,Afghanistan,Unknown,https://en.wikipedia.org/wiki/Dari
173,dari1249,Dari,prs,language,Eurasia,31.0405,67.3593,dari,Dari,15000,Definitely endangered,Dari,"['Indo-European'
	'Indo-Iranian'
		'Iranian'
			'Western Iranian'
				'Southwestern Iranian'
					'Persian'
						'Dari']
							
	","['South-Eastern', 'Hazaragi', 'Western', 'Sistani', '[note 1]', '[2]', '[3]']",prs,L1: 10 million (2017)[1]L2: 21 million (2023)[1],,Afghanistan,,https://en.wikipedia.org/wiki/Dari
174,daww1239,Dâw,kwa,language,South America,-0.1177,-67.2934,dâw,Dâw,120,Vulnerable,Dâw,"Nadahup
	Dâw
		
	","Nadahup, Dâw",kwa,94 ,Amazonas,Unknown,Unknown,https://en.wikipedia.org/wiki/D%C3%A2w_language
175,defa1248,Defaka,afn,language,Africa,4.58451,7.50186,defaka,Defaka,200,Critically endangered,Defaka,"Niger–Congo
	\n
		Ijoid
			
				Defaka
					
	","Niger–Congo, \n, Ijoid, , Defaka",afn,200 ,"Rivers State, Opobo–Nkoro",Unknown,Unknown,https://en.wikipedia.org/wiki/Defaka_language
176,demi1242,Demisa,dei,language,Papunesia,-2.54564,136.694,demisa,Demisa,450,Definitely endangered,Demisa,"East Geelvink Bay
	\nBauzi–Demisa
		Demisa
			
	","East Geelvink Bay, \nBauzi–Demisa, Demisa",dei,400 ,Indonesian Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Demisa_language
177,dica1235,Dicamay Agta,duy,language,Papunesia,17.8846,121.606,dicamay agta,Dicamay Agta,0,Extinct,Dicamay Agta,"Austronesian
	Malayo-Polynesian
		Philippine
			Northern Luzon
				Dicamay Agta
					
	","Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Dicamay Agta",duy,Uknown,Luzon,Unknown,Unknown,https://en.wikipedia.org/wiki/Dicamay_Agta_language
178,dima1251,Dimasa,dis,language,Eurasia,25.4198,93.1806,dimasa,Dimasa,112000,Vulnerable,Dimasa,"Sino-Tibetan
	Tibeto-Burman
		Central Tibeto-Burman
			 ()
				Brahmaputran
					Boro–Garo
						Dimasa
							
	","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  (), Brahmaputran, Boro–Garo, Dimasa",dis,"137,184 ","Assam, Nagaland",Unknown,Unknown,https://en.wikipedia.org/wiki/Dimasa_language
179,dimb1238,Dimbong,dii,language,Africa,4.80551,10.9888,dimbong,Dimbong,140,Critically endangered,Kaalong,"Niger–Congo
	\n
		Atlantic–Congo
			Benue–Congo
				Bantoid
					Bantu
						 (
							Zone A
								)
									Bafia
										 (A.50)
											Kaalong
												
	","Niger–Congo, \n, Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone A, ), Bafia,  (A.50), Kaalong",dii,,,Unknown,Unknown,https://en.wikipedia.org/wiki/Kaalong_language
180,djin1253,Djinang,dji,language,Australia,-12.462,134.82,djinang,Djinang,100,Definitely endangered,Djinang,"Pama–Nyungan
	Yolngu Matha
		Western (DjiUknowng)
			DjiUknowng
				
	","Pama–Nyungan, Yolngu Matha, Western (DjiUknowng), DjiUknowng",dji,120 ,Northern Territory,Unknown,Unknown,https://en.wikipedia.org/wiki/Djinang_language
181,dolg1241,Dolgan,dlg,language,Eurasia,71.10828,94.29358,dolgan,Dolgan,4865,Definitely endangered,Dolgan,"['Turkic'
	'Common Turkic'
		'Siberian Turkic'
			'Northern Siberian'
				'Dolgan']
					
	","['Yenisei Dialect', 'Western Dialect\n', 'Norilsk Dialect', 'Western Dialect\n', 'Avam Dialect', 'Central Dialect\n', 'Khatanga Dialect', '\nEastern Dialect']",dlg,"1,100 (2010 census)[1]","Krasnoyarsk Krai
Taymyrsky Dolgano-Nenetsky District
",,,https://en.wikipedia.org/wiki/Dolgan_language
182,doma1260,Domaaki,dmk,language,Eurasia,36.3258,74.7984,domaaki,Domaaki,500,Severely endangered,Dawoodi,"Indo-European
	Indo-Iranian
		Indo-Aryan
			Western Indo-Aryan
				Dawoodi
					
	","Indo-European, Indo-Iranian, Indo-Aryan, Western Indo-Aryan, Dawoodi",dmk,340 ,Nager and Hunza Valleys,Unknown,Unknown,https://en.wikipedia.org/wiki/Dawoodi_language
183,weta1242,Dorig,wwo,language,Papunesia,-14.366666,167.545897,dorig,Dorig,200,Definitely endangered,Dorig,"Austronesian
	Malayo-Polynesian
		Oceanic
			Southern Oceanic
				North-Central Vanuatu
					North Vanuatu
						Torres-Banks
							Dorig
								
	","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Torres-Banks, Dorig",wwo,300 ,Gaua,Unknown,Unknown,https://en.wikipedia.org/wiki/Dorig_language
184,dout1240,Doutai,tds,language,Papunesia,-3.24832,138.22,doutai,Doutai,70,Severely endangered,Doutai,"Lakes Plain
	\nCentral
		Doutai–Waritai
			Doutai
				
	","Lakes Plain, \nCentral, Doutai–Waritai, Doutai",tds,70 ,Western New Guinea,Unknown,Unknown,https://en.wikipedia.org/wiki/Doutai_language
185,dukh1234,Dukha,,dialect,Eurasia,51.9307,98.9318,dukha,Dukha,200,Severely endangered,Dukha,"['Turkic'
	'Common Turkic'
		'Siberian Turkic'
			'South Siberian'
				'Sayan Turkic'
					'Taiga Sayan Turkic'
						'[1]'
							'Dukha']
								
	",,Nonetitle (titlemistitle),(undated figure of 500)[1],Khövsgöl Province,,,https://en.wikipedia.org/wiki/Dukhan_language
186,dulb1238,Dulbu,dbo,language,Africa,10.1911,9.94759,dulbu,Dulbu,100,Critically endangered,Dulbu,"Niger–Congo
	\n
		Atlantic–Congo
			Volta-Congo
				Benue–Congo
					Bantoid
						Southern Bantoid
							Bantu
								Mbam
									-
										Bube
											-
												Jarawan
													Jarawan
														Nigerian Jarawan
															Jaku–Gubi
																Dulbu
																	
	","Niger–Congo, \n, Atlantic–Congo, Volta-Congo, Benue–Congo, Bantoid, Southern Bantoid, Bantu, Mbam, -, Bube, -, Jarawan, Jarawan, Nigerian Jarawan, Jaku–Gubi, Dulbu",dbo,,Bauchi State,Unknown,Unknown,https://en.wikipedia.org/wiki/Dulbu_language
187,dung1253,Dungan,dng,language,Eurasia,42.7292,76.8382,dungan,Dungan,41000,Definitely endangered,Dungan,"Sino-Tibetan
	Sinitic
		Chinese
			Mandarin
				Central Plains Mandarin
					Dungan
						
	","Sino-Tibetan, Sinitic, Chinese, Mandarin, Central Plains Mandarin, Dungan",dng,"110,000 ","Altai Republic (Russia), Fergana Valley (Uzbekistan), 
 Chu Valley (Kazakhstan)",Unknown,Unknown,https://en.wikipedia.org/wiki/Dungan_language
188,dung1253,Dungan,dng,language,Eurasia,42.7292,76.8382,dungan,Dungan,41000,Definitely endangered,Dungan,"['Sino-Tibetan'
	'Sinitic'
		'Chinese'
			'Mandarin'
				'Central Plains Mandarin'
					'Dungan']
						
	",,dng,"110,000 (2009 censuses)[1]","Altai Republic (Russia), Fergana Valley (Uzbekistan), 
 Chu Valley (Kazakhstan)",,,https://en.wikipedia.org/wiki/Dungan_language
189,dung1252,Dungmali,raa,language,Eurasia,26.9813,87.3328,dungmali,Dungmali,4609,Definitely endangered,Dungmali,"Sino-Tibetan
	Tibeto-Burman
		Mahakiranti
			 ()
				Kiranti
					Central
						Southern
							Dungmali
								
	","Sino-Tibetan, Tibeto-Burman, Mahakiranti,  (), Kiranti, Central, Southern, Dungmali",raa,"6,300 ",Koshi Zone,Unknown,Unknown,https://en.wikipedia.org/wiki/Dungmali_language
