Name in English,Number of speakers,Degree of endangerment,Wikipedia URL
Mebengokre,7266,Vulnerable,https://en.wikipedia.org/wiki/Mebengokre_language
Tunebo,7231,Definitely endangered,https://en.wikipedia.org/wiki/Tunebo
Quechua of Peruvian Amazonia,7200,Vulnerable,https://en.wikipedia.org/wiki/Quechuan_languages
Asur,7000,Definitely endangered,https://en.wikipedia.org/wiki/Asur
Bashkardi,7000,Definitely endangered,https://en.wikipedia.org/wiki/Bashkardi_language
Burji,7000,Vulnerable,https://en.wikipedia.org/wiki/Burji
Choyi,7000,Definitely endangered,https://en.wikipedia.org/wiki/Choyi_language
Gazi,7000,Definitely endangered,https://en.wikipedia.org/wiki/Ghazi_(warrior)
Guichong,7000,Vulnerable,https://en.wikipedia.org/wiki/Guichong_language
Karagash,7000,Definitely endangered,https://en.wikipedia.org/wiki/Karagash
Natanzi,7000,Severely endangered,https://en.wikipedia.org/wiki/Natanzi
Nayini,7000,Severely endangered,https://en.wikipedia.org/wiki/Nayini_language
Parya,7000,Severely endangered,https://en.wikipedia.org/wiki/Parya
Segeju,7000,Severely endangered,https://en.wikipedia.org/wiki/Segeju_people
Sivandi,7000,Definitely endangered,https://en.wikipedia.org/wiki/Sivandi_language
Soi,7000,Definitely endangered,https://en.wikipedia.org/wiki/Soi
Tucano (Brazil),7000,Vulnerable,https://en.wikipedia.org/wiki/Tucano_language
Wapishana (Guyana),7000,Vulnerable,https://en.wikipedia.org/wiki/Wapishana_language
Yulu,7000,Vulnerable,https://en.wikipedia.org/wiki/Yulu
Zhaba,7000,Vulnerable,https://en.wikipedia.org/wiki/Zhaba_language
Sakapultek,6973,Definitely endangered,https://en.wikipedia.org/wiki/Sakapultek
Chara,6932,Vulnerable,https://en.wikipedia.org/wiki/Chara
Kosraean,6900,Severely endangered,https://en.wikipedia.org/wiki/Kosraean_language
Waunana (Panama),6882,Severely endangered,https://en.wikipedia.org/wiki/Waunana_language
San Francisco del Mar Huave,6874,Critically endangered,https://en.wikipedia.org/wiki/Huave_language
Northern East Cree,6870,Vulnerable,https://en.wikipedia.org/wiki/East_Cree
Micmac (Canada),6850,Vulnerable,https://en.wikipedia.org/wiki/Mi%27kmaq_language
Northern Tepehuán,6802,Definitely endangered,https://en.wikipedia.org/wiki/Tepehu%C3%A1n_language
Miju,6700,Vulnerable,https://en.wikipedia.org/wiki/Miju
Rio Grande Keresan,6685,Definitely endangered,https://en.wikipedia.org/wiki/Keresan_languages
Western Mazatec,6639,Vulnerable,https://en.wikipedia.org/wiki/Tec%C3%B3atl_Mazatec
Bussa,6624,Vulnerable,https://en.wikipedia.org/wiki/Bussa%27s_rebellion#Bussa
Beli,6600,Definitely endangered,https://en.wikipedia.org/wiki/Beli
Chesu,6600,Definitely endangered,https://en.wikipedia.org/wiki/Chesu_language
Thuri,6600,Vulnerable,https://en.wikipedia.org/wiki/Thuri
Karata,6574,Definitely endangered,https://en.wikipedia.org/wiki/Karata
Saulteau,6558,Vulnerable,https://en.wikipedia.org/wiki/Saulteaux
Kumāle,6533,Severely endangered,https://en.wikipedia.org/wiki/Kum%C4%81le_language
Lower Northwestern Otomí,6509,Vulnerable,https://en.wikipedia.org/wiki/Northwestern_Otomi
Dimme,6501,Vulnerable,https://en.wikipedia.org/wiki/Lamashtu
Chiquitano (Bolivia),6500,Definitely endangered,https://en.wikipedia.org/wiki/Chiquitano_language
Tumtum,6500,Severely endangered,https://en.wikipedia.org/wiki/Tumtum
Bezhta,6461,Definitely endangered,https://en.wikipedia.org/wiki/Bezhta
Thakali,6441,Vulnerable,https://en.wikipedia.org/wiki/Thakali
Dongotono,6219,Vulnerable,https://en.wikipedia.org/wiki/Dongotono_language
Mawé,6219,Vulnerable,https://en.wikipedia.org/wiki/Mawe
Shor,6210,Severely endangered,https://en.wikipedia.org/wiki/Shor
Central Tlapanec,6191,Vulnerable,https://en.wikipedia.org/wiki/Tlapanec_language
Oji-Cree,6110,Vulnerable,https://en.wikipedia.org/wiki/Oji-Cree
Keiga,6072,Severely endangered,https://en.wikipedia.org/wiki/Keiga_people
Ampibabo Lauje,6000,Vulnerable,https://en.wikipedia.org/wiki/Ampibabo_language
Cashinahua (Brazil),6000,Vulnerable,https://en.wikipedia.org/wiki/Cashinahua_language
Geji cluster,6000,Severely endangered,https://en.wikipedia.org/wiki/Geji_language
Mbya Guarani (Brazil),6000,Vulnerable,https://en.wikipedia.org/wiki/Mby%C3%A1_Guaran%C3%AD_language
Moklen,6000,Definitely endangered,https://en.wikipedia.org/wiki/Moklen
Nauruan,6000,Severely endangered,https://en.wikipedia.org/wiki/Nauruan
Nheengatu / Yeral (Brazil),6000,Severely endangered,https://en.wikipedia.org/wiki/Nheengatu_language
Parachi,6000,Definitely endangered,https://en.wikipedia.org/wiki/Parachi_language
Quechua of San Martín,6000,Severely endangered,https://en.wikipedia.org/wiki/San_Mart%C3%ADn_Quechua
Sawkna,6000,Critically endangered,"https://en.wikipedia.org/wiki/Sokna,_Libya"
Sulung,6000,Definitely endangered,https://en.wikipedia.org/wiki/Puroik_language
Tindi,6000,Definitely endangered,https://en.wikipedia.org/wiki/Tindi
Western Apache,6000,Definitely endangered,https://en.wikipedia.org/wiki/Western_Apache_people
Yanomami (Brazil),6000,Vulnerable,https://en.wikipedia.org/wiki/Yanomami_language
Yazgulami,6000,Severely endangered,https://en.wikipedia.org/wiki/Yazgulyam
Chantyal,5912,Definitely endangered,https://en.wikipedia.org/wiki/Chantyal_language
Mortlockese,5904,Definitely endangered,https://en.wikipedia.org/wiki/Mortlockese_language
Baníwa do Içana,5811,Vulnerable,"https://en.wikipedia.org/wiki/Baniwa#:~:text=Baniwa%20(also%20known%20with%20local,Maipurean%20(Arawak)%20language%20family."
"Akawaio (Guyana, Venezuela)",5800,Definitely endangered,https://en.wikipedia.org/wiki/Akawaio_language
Akhvakh,5793,Definitely endangered,https://en.wikipedia.org/wiki/Akhvakh
Veps,5753,Severely endangered,https://en.wikipedia.org/wiki/Veps
Qikiqtaaluk nigiani,5740,Vulnerable,https://en.wikipedia.org/wiki/Inuktitut#Nunavut
Sipakapense,5687,Definitely endangered,https://en.wikipedia.org/wiki/Sipakapense
Bribri (Costa Rica),5647,Vulnerable,https://en.wikipedia.org/wiki/Bribri_language
Bainouk-Gunyaamolo,5635,Vulnerable,https://en.wikipedia.org/wiki/Banyun_language
Kwatay,5625,Severely endangered,https://en.wikipedia.org/wiki/Kwatay_language
Baheng (Viet Nam),5569,Vulnerable,https://en.wikipedia.org/wiki/Baheng_language
Central Zoque,5500,Definitely endangered,https://en.wikipedia.org/wiki/Chiapas_Zoque
Dameli,5500,Severely endangered,https://en.wikipedia.org/wiki/Dameli_language
Sak (Bangladesh),5500,Severely endangered,https://en.wikipedia.org/wiki/Sak_language
Yidgha,5500,Definitely endangered,https://en.wikipedia.org/wiki/Yidgha
Southeastern Tarahumara,5406,Vulnerable,https://en.wikipedia.org/wiki/Tarahumara_language
Chimané,5300,Vulnerable,https://en.wikipedia.org/wiki/Tsiman%C3%A9
Dilling,5295,Definitely endangered,https://en.wikipedia.org/wiki/Dilling
San Dionisio del Mar Huave,5165,Definitely endangered,https://en.wikipedia.org/wiki/Huave_language
Lafofa,5140,Severely endangered,https://en.wikipedia.org/wiki/Lafofa_people
Akeu,5000,Definitely endangered,https://en.wikipedia.org/wiki/Akeu_language
Anung (China),5000,Critically endangered,https://en.wikipedia.org/wiki/Anung_language
Bagvalal,5000,Definitely endangered,https://en.wikipedia.org/wiki/Bagvalal
Bambassi,5000,Definitely endangered,https://en.wikipedia.org/wiki/Bambassi_language
Barí,5000,Vulnerable,https://en.wikipedia.org/wiki/Bar%C3%AD_people
Bartangi,5000,Severely endangered,https://en.wikipedia.org/wiki/Bartangi_language
Bokar,5000,Vulnerable,https://en.wikipedia.org/wiki/Lhoba_people
Brokpa,5000,Definitely endangered,https://en.wikipedia.org/wiki/Brokpa
Creek,5000,Definitely endangered,https://en.wikipedia.org/wiki/Creek
Cubeo (Colombia),5000,Vulnerable,https://en.wikipedia.org/wiki/Cubeo_language
Dagur (Hailar),5000,Definitely endangered,https://en.wikipedia.org/wiki/Daur_language
Damal,5000,Vulnerable,https://en.wikipedia.org/wiki/Damal
Dhaiso,5000,Definitely endangered,https://en.wikipedia.org/wiki/Dhaiso_people
Gorum,5000,Definitely endangered,https://en.wikipedia.org/wiki/Gorum_language
Guarayu,5000,Definitely endangered,https://en.wikipedia.org/wiki/Guarayu_language
Gutnish,5000,Definitely endangered,https://en.wikipedia.org/wiki/Gutnish
Hopi,5000,Vulnerable,https://en.wikipedia.org/wiki/Hopi
Ilue,5000,Critically endangered,https://en.wikipedia.org/wiki/Ilue_language
Jibbali,5000,Severely endangered,https://en.wikipedia.org/wiki/Shehri_language
Kalasha,5000,Severely endangered,https://en.wikipedia.org/wiki/Kalasha
Kami,5000,Severely endangered,https://en.wikipedia.org/wiki/Kami
Kathu,5000,Definitely endangered,https://en.wikipedia.org/wiki/Kathu
Khojki,5000,Severely endangered,https://en.wikipedia.org/wiki/Khojki_script
Khwe,5000,Definitely endangered,https://en.wikipedia.org/wiki/Khwe_language
Kom,5000,Definitely endangered,https://en.wikipedia.org/wiki/Kom
Korandje,5000,Severely endangered,https://en.wikipedia.org/wiki/Korandje_language
Lachi,5000,Definitely endangered,https://en.wikipedia.org/wiki/Lachi
Mak,5000,Definitely endangered,https://en.wikipedia.org/wiki/Mak
Manihiki,5000,Definitely endangered,https://en.wikipedia.org/wiki/Manihiki
Megleno-Romanian,5000,Severely endangered,https://en.wikipedia.org/wiki/Megleno-Romanian
Miji,5000,Definitely endangered,https://en.wikipedia.org/wiki/Miji
Mo'ang (China),5000,Definitely endangered,https://en.wikipedia.org/wiki/Mo%27ang_language
Mo'ang (Viet Nam),5000,Definitely endangered,https://en.wikipedia.org/wiki/Mo%27ang_language
Molise Croatian,5000,Severely endangered,https://en.wikipedia.org/wiki/Slavomolisano_dialect
Moroccan Judeo-Arabic (Morocco),5000,Severely endangered,"https://en.wikipedia.org/wiki/Judeo-Moroccan_Arabic#:~:text=Widely%20used%20in%20the%20Jewish,from%20Spain%20after%20the%201492"
Namuyi,5000,Vulnerable,https://en.wikipedia.org/wiki/Namuyi_language
Padoe,5000,Vulnerable,https://en.wikipedia.org/wiki/Padoe_language
Patamona (Guyana),5000,Vulnerable,https://en.wikipedia.org/wiki/Patamona_language
Pu,5000,Critically endangered,https://en.wikipedia.org/wiki/PU
Pume,5000,Definitely endangered,https://en.wikipedia.org/wiki/Pume_language
Singpho,5000,Definitely endangered,https://en.wikipedia.org/wiki/Singpho
Turi,5000,Definitely endangered,https://en.wikipedia.org/wiki/Turi
Udi (Azerbaijan),5000,Severely endangered,https://en.wikipedia.org/wiki/Udi_language
Yecuana (Venezuela),5000,Vulnerable,https://en.wikipedia.org/wiki/Yekuana_language
Jirel,4919,Definitely endangered,https://en.wikipedia.org/wiki/Jirel_people
Dolgan,4865,Definitely endangered,https://en.wikipedia.org/wiki/Dolgans
Romani (Colombia),4858,Vulnerable,https://en.wikipedia.org/wiki/Romani_language
Tsum,4786,Definitely endangered,https://en.wikipedia.org/wiki/Tsum
Northern Tlapanec,4771,Vulnerable,https://en.wikipedia.org/wiki/Tlapanec_language
Taroko,4750,Vulnerable,https://en.wikipedia.org/wiki/Taroko
Kivallirmiutut,4675,Vulnerable,https://en.wikipedia.org/wiki/Kivalliq_dialect
Puebla Mazatec,4660,Vulnerable,https://en.wikipedia.org/wiki/Tec%C3%B3atl_Mazatec
Zapotec of Petapa,4613,Definitely endangered,https://en.wikipedia.org/wiki/Petapa_Zapotec
Dungmali,4609,Definitely endangered,https://en.wikipedia.org/wiki/Dungmali_language
Saryg Yugur,4600,Severely endangered,https://en.wikipedia.org/wiki/Saryg_Yugur_language
Qikiqtaaluk uannangani,4550,Vulnerable,https://en.wikipedia.org/wiki/North_Baffin_dialect
Afitti,4512,Severely endangered,https://en.wikipedia.org/wiki/Afitti_people
Nomatsiguenga,4500,Severely endangered,https://en.wikipedia.org/wiki/Machiguenga
Piapoko,4500,Definitely endangered,https://en.wikipedia.org/wiki/Piapoco_language
Tokelauan,4500,Severely endangered,https://en.wikipedia.org/wiki/Tokelauan_language
Wotu,4500,Vulnerable,https://en.wikipedia.org/wiki/Wotu_language
Wambule,4471,Vulnerable,https://en.wikipedia.org/wiki/Wambule_language
Southern East Cree,4455,Vulnerable,https://en.wikipedia.org/wiki/East_Cree
Arbore,4441,Definitely endangered,https://en.wikipedia.org/wiki/Arbore
Ebang,4412,Severely endangered,https://en.wikipedia.org/wiki/Ebang
Tafi,4400,Vulnerable,https://en.wikipedia.org/wiki/Tafi
Puma,4310,Severely endangered,https://en.wikipedia.org/wiki/Puma
Gyele,4280,Definitely endangered,https://en.wikipedia.org/wiki/Gyele_people
Bwisi,4248,Definitely endangered,https://en.wikipedia.org/wiki/Bwisi_language
Eastern Montagnais,4180,Vulnerable,https://en.wikipedia.org/wiki/Innu_language
Atikamekw,4155,Vulnerable,https://en.wikipedia.org/wiki/Atikamekw
Western Zoque,4100,Vulnerable,https://en.wikipedia.org/wiki/Chimalapa_Zoque
Acoma-Laguna,4000,Definitely endangered,https://en.wikipedia.org/wiki/Keresan_languages
Aka,4000,Definitely endangered,https://en.wikipedia.org/wiki/Aka
Baga Manduri,4000,Definitely endangered,https://en.wikipedia.org/wiki/Baga_language
Baga Sitemu,4000,Severely endangered,https://en.wikipedia.org/wiki/Baga_language
Botlikh,4000,Definitely endangered,https://en.wikipedia.org/wiki/Botlikh
Bunan,4000,Definitely endangered,https://en.wikipedia.org/wiki/Bunan
Cashinahua (Peru),4000,Definitely endangered,https://en.wikipedia.org/wiki/Cashinahua_language
Cha'palaa,4000,Definitely endangered,https://en.wikipedia.org/wiki/Cha%CA%BCpalaa_language
Evenki (Manchuria),4000,Severely endangered,https://en.wikipedia.org/wiki/Evenki_language
Gazhuo,4000,Definitely endangered,https://en.wikipedia.org/wiki/Gazhuo_language
Godoberi,4000,Definitely endangered,https://en.wikipedia.org/wiki/Godoberi
"Kari'ña (Guyana, Suriname)",4000,Severely endangered,https://en.wikipedia.org/wiki/Kari%27%C3%B1a_language
Lishan Didan (Israel),4000,Severely endangered,https://en.wikipedia.org/wiki/Lishan_Didan
Maleng,4000,Definitely endangered,https://en.wikipedia.org/wiki/Maleng_language
Napu,4000,Vulnerable,https://en.wikipedia.org/wiki/Greater_mouse-deer
Rahambuu,4000,Vulnerable,https://en.wikipedia.org/wiki/Rahambuu_language
Shingsaba,4000,Vulnerable,https://en.wikipedia.org/wiki/Shingsaba_language
Sinkiang Dagur,4000,Definitely endangered,https://en.wikipedia.org/wiki/Daur_language
Taa,4000,Definitely endangered,https://en.wikipedia.org/wiki/Taa_language
Tennet,4000,Vulnerable,https://en.wikipedia.org/wiki/Tennet
Wapishana (Brazil),4000,Definitely endangered,https://en.wikipedia.org/wiki/Wapishana_language
Yagua,4000,Definitely endangered,https://en.wikipedia.org/wiki/Yagua
Yanomám,4000,Vulnerable,https://en.wikipedia.org/wiki/Yanomami_language
Yanomami (Venezuela),4000,Vulnerable,https://en.wikipedia.org/wiki/Yanomami_language
Younuo Bunu,4000,Definitely endangered,https://en.wikipedia.org/wiki/Younuo_language
Zenaga (Mauritania),4000,Severely endangered,https://en.wikipedia.org/wiki/Zenaga_language
Baghati,3976,Critically endangered,https://en.wikipedia.org/wiki/Baghati
Bharmauri,3976,Definitely endangered,https://en.wikipedia.org/wiki/Bharmauri_language
Uspantek,3971,Vulnerable,https://en.wikipedia.org/wiki/Uspantek
Khang Quang Lam,3921,Severely endangered,https://en.wikipedia.org/wiki/Khang_language
Konni,3800,Vulnerable,https://en.wikipedia.org/wiki/Konni
Tocho,3800,Severely endangered,https://en.wikipedia.org/wiki/Tokyo_Metropolitan_Government_Building
Mixtec of the Puebla-Oaxaca border,3791,Definitely endangered,https://en.wikipedia.org/wiki/Mixtec_language
Nupri,3776,Definitely endangered,https://en.wikipedia.org/wiki/Nupri_language
Ayoreo,3700,Definitely endangered,https://en.wikipedia.org/wiki/Ayoreo
Moyon,3700,Definitely endangered,https://en.wikipedia.org/wiki/Moyon
Utsat,3700,Definitely endangered,https://en.wikipedia.org/wiki/Utsat_language
Nayi,3656,Vulnerable,https://en.wikipedia.org/wiki/Nayi_language
Mussau-Emira,3651,Definitely endangered,https://en.wikipedia.org/wiki/Mussau-Emira_language
Narim,3623,Definitely endangered,https://en.wikipedia.org/wiki/Narim
Garífuna (Guatemala),3564,Vulnerable,https://en.wikipedia.org/wiki/Garifuna_language
Nachiring,3553,Severely endangered,https://en.wikipedia.org/wiki/Nachiring_language
Eastern Popoloc,3544,Vulnerable,https://en.wikipedia.org/wiki/Southern_Popoloca_language
Nding,3513,Critically endangered,https://en.wikipedia.org/wiki/Nding
Anung (Myanmar),3500,Severely endangered,https://en.wikipedia.org/wiki/Anung_language
Camsá,3500,Definitely endangered,https://en.wikipedia.org/wiki/Cams%C3%A1_language
Crow,3500,Definitely endangered,https://en.wikipedia.org/wiki/Crow
Sak (Myanmar),3500,Vulnerable,https://en.wikipedia.org/wiki/Sak_language
Shwai,3500,Critically endangered,https://en.wikipedia.org/wiki/Shwai_people
Wano,3500,Definitely endangered,https://en.wikipedia.org/wiki/Wano
Northwestern Ojibwe,3465,Vulnerable,https://en.wikipedia.org/wiki/Ojibwe_language
Bakpinka,3416,Critically endangered,https://en.wikipedia.org/wiki/Bakpinka_language
Morokodo,3400,Severely endangered,https://en.wikipedia.org/wiki/Morokodo_people
Eloxochitlán Mazatec,3384,Vulnerable,https://en.wikipedia.org/wiki/Tec%C3%B3atl_Mazatec
Menik,3375,Definitely endangered,https://en.wikipedia.org/wiki/Menik
Teribe (Panama),3305,Definitely endangered,https://en.wikipedia.org/wiki/Teribe_language
Tima,3305,Severely endangered,https://en.wikipedia.org/wiki/Tima
Mursi,3278,Vulnerable,https://en.wikipedia.org/wiki/Mursi
Pendau,3200,Vulnerable,https://en.wikipedia.org/wiki/Pendau_language
Ayautla Mazatec,3192,Vulnerable,https://en.wikipedia.org/wiki/Ayautla_Mazatec
Yucatec,3155,Definitely endangered,https://en.wikipedia.org/wiki/Yucatec_Maya_language
Sayultec,3150,Definitely endangered,https://en.wikipedia.org/wiki/Sayula_Popoluca
Eastern Tlapanec,3088,Vulnerable,https://en.wikipedia.org/wiki/Tlapanec_language
Juhur (Caucasus),3016,Definitely endangered,https://en.wikipedia.org/wiki/Juhuri_language
Awjila,3000,Severely endangered,https://en.wikipedia.org/wiki/Awjila
Baleasang,3000,Definitely endangered,https://en.wikipedia.org/wiki/Baleasang_language
Benga,3000,Definitely endangered,https://en.wikipedia.org/wiki/Benga
Besoa,3000,Vulnerable,https://en.wikipedia.org/wiki/Besoa
Boni,3000,Definitely endangered,https://en.wikipedia.org/wiki/Boni
Bonjo,3000,Severely endangered,https://en.wikipedia.org/wiki/Bonjo_language
Brokshat,3000,Definitely endangered,https://en.wikipedia.org/wiki/Brokshat_language
Budukh,3000,Severely endangered,https://en.wikipedia.org/wiki/Budukh
Dahaalik,3000,Critically endangered,https://en.wikipedia.org/wiki/Dahalik_language
East Greenlandic,3000,Definitely endangered,https://en.wikipedia.org/wiki/Tunumiisut
Eastern Khanty,3000,Definitely endangered,https://en.wikipedia.org/wiki/Eastern_Khanty_language
Fyem,3000,Severely endangered,https://en.wikipedia.org/wiki/Pyam_language
Geta?,3000,Severely endangered,https://en.wikipedia.org/wiki/Geta
Gura,3000,Severely endangered,https://en.wikipedia.org/wiki/Gura
Harsusi,3000,Definitely endangered,https://en.wikipedia.org/wiki/%E1%B8%A4arsusi_language
Hozo,3000,Definitely endangered,https://en.wikipedia.org/wiki/Hozo
Jemez,3000,Vulnerable,https://en.wikipedia.org/wiki/Jemez
Kamara,3000,Definitely endangered,https://en.wikipedia.org/wiki/Kamara
Kapingamarangi,3000,Severely endangered,https://en.wikipedia.org/wiki/Kapingamarangi
Koitabu,3000,Vulnerable,https://en.wikipedia.org/wiki/Koita_language
Kuk,3000,Definitely endangered,https://en.wikipedia.org/wiki/Kuk
Lai,3000,Definitely endangered,https://en.wikipedia.org/wiki/Lai
Limirong Tibetan,3000,Definitely endangered,https://en.wikipedia.org/wiki/Limirong_language
Lishanid Noshan (Israel),3000,Severely endangered,https://en.wikipedia.org/wiki/Lishanid_Noshan
Lude,3000,Severely endangered,https://en.wikipedia.org/wiki/Lude
"Mbya Guarani (Argentina, Uruguay)",3000,Severely endangered,https://en.wikipedia.org/wiki/Mby%C3%A1_Guaran%C3%AD_language
"Mohawk (Akwesasne, St. Regis)",3000,Definitely endangered,https://en.wikipedia.org/wiki/Mohawk_language
Nanay,3000,Severely endangered,https://en.wikipedia.org/wiki/Nanay
Palu'e,3000,Definitely endangered,https://en.wikipedia.org/wiki/Palu%27e
Panare,3000,Vulnerable,https://en.wikipedia.org/wiki/Panare
Pilagá,3000,Vulnerable,https://en.wikipedia.org/wiki/Pilag%C3%A1_language
Pitjantjatjara,3000,Vulnerable,https://en.wikipedia.org/wiki/Pitjantjatjara
Pukur,3000,Definitely endangered,https://en.wikipedia.org/wiki/Pukur_language
Rotuman,3000,Vulnerable,https://en.wikipedia.org/wiki/Rotuman
Savi,3000,Definitely endangered,https://en.wikipedia.org/wiki/Savi
Sherdukpen,3000,Vulnerable,https://en.wikipedia.org/wiki/Sherdukpen_people
Shira Yugur,3000,Severely endangered,https://en.wikipedia.org/wiki/Shira_Yugur_language
Takahanyilang,3000,Critically endangered,https://en.wikipedia.org/wiki/Takahanyilang_language
U,3000,Definitely endangered,https://en.wikipedia.org/wiki/U
Ulithian,3000,Severely endangered,https://en.wikipedia.org/wiki/Ulithian_language
Waima'a,3000,Definitely endangered,https://en.wikipedia.org/wiki/Waimoa_language
Warlpiri,3000,Vulnerable,https://en.wikipedia.org/wiki/Warlpiri
Yukpa,3000,Vulnerable,https://en.wikipedia.org/wiki/Yukpa_people
Western Montagnais,2980,Vulnerable,https://en.wikipedia.org/wiki/Innu_language
Waiwai (Brazil),2916,Vulnerable,https://en.wikipedia.org/wiki/Waiwai_language
Jersey French,2874,Severely endangered,https://en.wikipedia.org/wiki/Jersey_French
Bahing,2765,Definitely endangered,https://en.wikipedia.org/wiki/Bahing
Stoney,2765,Vulnerable,https://en.wikipedia.org/wiki/Stoney
Southwestern Tepehuan,2756,Vulnerable,https://en.wikipedia.org/wiki/Tepehu%C3%A1n_language
Northern Mansi,2746,Severely endangered,https://en.wikipedia.org/wiki/Northern_Mansi_language
Bisu,2740,Definitely endangered,https://en.wikipedia.org/wiki/Bisu
Wari,2721,Definitely endangered,https://en.wikipedia.org/wiki/Wari
Pakan,2700,Definitely endangered,https://en.wikipedia.org/wiki/Pakan
Yami,2700,Vulnerable,https://en.wikipedia.org/wiki/Yamuna_in_Hinduism
Ko,2683,Critically endangered,https://en.wikipedia.org/wiki/Ko
Yuracaré,2675,Definitely endangered,https://en.wikipedia.org/wiki/Yuracar%C3%A9
Aimol,2643,Critically endangered,https://en.wikipedia.org/wiki/Aimol_people
Kohi,2641,Vulnerable,https://en.wikipedia.org/wiki/Kohi_language
Chatino of the western lowlands,2640,Definitely endangered,https://en.wikipedia.org/wiki/Tataltepec_Chatino
Bolo,2627,Definitely endangered,https://en.wikipedia.org/wiki/Bolo
Logol,2600,Severely endangered,https://en.wikipedia.org/wiki/Logol
Sila,2600,Definitely endangered,https://en.wikipedia.org/wiki/Sila
Pisaflores Tepehua,2578,Vulnerable,https://en.wikipedia.org/wiki/Pisaflores_Tepehua
Xerente,2569,Severely endangered,https://en.wikipedia.org/wiki/Xerente
Bribri (Panama),2521,Severely endangered,https://en.wikipedia.org/wiki/Bribri_language
Achuar,2500,Definitely endangered,https://en.wikipedia.org/wiki/Achuar
Bai,2500,Definitely endangered,https://en.wikipedia.org/wiki/Bai
Banka,2500,Definitely endangered,https://en.wikipedia.org/wiki/Banka
Culina (Peru),2500,Definitely endangered,https://en.wikipedia.org/wiki/Culina_language
Gadang,2500,Definitely endangered,https://en.wikipedia.org/wiki/Gadang_language
Khinalug,2500,Severely endangered,https://en.wikipedia.org/wiki/Khinalug
Laomian (China),2500,Definitely endangered,https://en.wikipedia.org/wiki/Laomian_language
Laomian (Myanmar),2500,Definitely endangered,https://en.wikipedia.org/wiki/Laomian_language
Lhokpu,2500,Definitely endangered,https://en.wikipedia.org/wiki/Lhokpu_language
Martuwangka,2500,Vulnerable,https://en.wikipedia.org/wiki/Martuthunira_language
Mayoruna (Peru),2500,Vulnerable,https://en.wikipedia.org/wiki/Mayoruna_language
Pingelapese,2500,Severely endangered,https://en.wikipedia.org/wiki/Pingelapese_language
Rapanui,2500,Severely endangered,https://en.wikipedia.org/wiki/Rapa_Nui_people
Remo,2500,Severely endangered,https://en.wikipedia.org/wiki/Remo
Roshorvi,2500,Severely endangered,https://en.wikipedia.org/wiki/Roshorvi_language
Sanglechi,2500,Severely endangered,https://en.wikipedia.org/wiki/Sanglechi_language
Semelai,2500,Severely endangered,https://en.wikipedia.org/wiki/Semelai
Urak Lawoi (Malaysia),2500,Definitely endangered,https://en.wikipedia.org/wiki/Urak_Lawoi_language
Urak Lawoi (Thailand),2500,Definitely endangered,https://en.wikipedia.org/wiki/Urak_Lawoi_language
Zirenkel,2500,Definitely endangered,https://en.wikipedia.org/wiki/Zirenkel_language
Vumbu,2460,Definitely endangered,https://en.wikipedia.org/wiki/Vumbu_language
Mopán (Guatemala),2455,Severely endangered,https://en.wikipedia.org/wiki/Mopan_language
Cuiba,2445,Severely endangered,https://en.wikipedia.org/wiki/Cuiba_language
Raji,2413,Severely endangered,https://en.wikipedia.org/wiki/Raji
Highland Chontal,2410,Severely endangered,https://en.wikipedia.org/wiki/Highland_Oaxaca_Chontal
Yasa,2401,Definitely endangered,https://en.wikipedia.org/wiki/Yasa
Bumbita Arapesh,2353,Vulnerable,https://en.wikipedia.org/wiki/Bumbita_language
Mang (China),2300,Definitely endangered,https://en.wikipedia.org/wiki/Mang_language
Mang (Viet Nam),2300,Definitely endangered,https://en.wikipedia.org/wiki/Mang_language
Tlachichilco Tepehua,2234,Definitely endangered,https://en.wikipedia.org/wiki/Tlachichilco_Tepehua
Blackfoot (Canada),2200,Definitely endangered,https://en.wikipedia.org/wiki/Blackfoot_language
Jaya,2200,Severely endangered,https://en.wikipedia.org/wiki/Jaya
Karipuna do Amapá,2200,Vulnerable,https://en.wikipedia.org/wiki/Karipuna_do_Amap%C3%A1
Kulfa,2200,Definitely endangered,https://en.wikipedia.org/wiki/Kaba_So_language
Krahô,2184,Vulnerable,https://en.wikipedia.org/wiki/Krah%C3%B4
Kristang,2150,Severely endangered,https://en.wikipedia.org/wiki/Kristang
Yine,2150,Definitely endangered,https://en.wikipedia.org/wiki/Yine
North Alaskan Inupiaq (Kotzebue Sound),2144,Severely endangered,https://en.wikipedia.org/wiki/Inupiat_language
North Alaskan Inupiaq (North Slope),2144,Severely endangered,https://en.wikipedia.org/wiki/Inupiat_language
Seward Peninsula Inupiaq (King Island),2144,Critically endangered,https://en.wikipedia.org/wiki/Inupiat_language
Seward Peninsula Inupiaq (Little Diomede Island),2144,Critically endangered,https://en.wikipedia.org/wiki/Inupiat_language
Seward Peninsula Inupiaq (Norton Sound),2144,Critically endangered,https://en.wikipedia.org/wiki/Inupiat_language
Katukína-Kanamarí,2100,Vulnerable,https://en.wikipedia.org/wiki/Kanamar%C3%AD_language
Tiwi,2100,Vulnerable,https://en.wikipedia.org/wiki/Tiwi
Zaozou,2100,Vulnerable,https://en.wikipedia.org/wiki/Zaozou_language
Ngäbere (Costa Rica),2041,Definitely endangered,https://en.wikipedia.org/wiki/Ng%C3%A4bere_language
